Real;User;CPU%;System;Exit
1.72;4.13;245%;0.10;0
1.46;3.33;233%;0.09;0
1.62;3.90;245%;0.07;0
1.45;3.27;231%;0.09;0
1.61;3.87;245%;0.09;0
2.21;5.72;264%;0.14;0
1.98;5.04;259%;0.10;0
1.83;4.51;250%;0.09;0
1.83;4.53;253%;0.10;0
1.78;4.32;247%;0.10;0
1.62;3.88;244%;0.08;0
2.32;6.17;270%;0.12;0
2.09;5.41;263%;0.10;0
1.63;3.87;241%;0.06;0
1.79;4.33;246%;0.07;0
1.64;3.94;243%;0.06;0
1.46;3.28;231%;0.09;0
1.79;4.38;249%;0.10;0
1.69;4.17;250%;0.07;0
1.78;4.21;243%;0.13;0
1.59;3.74;240%;0.10;0
1.60;3.87;244%;0.05;0
1.76;4.31;248%;0.06;0
1.72;4.15;245%;0.08;0
1.65;3.90;240%;0.07;0
1.63;3.83;239%;0.07;0
2.30;6.00;267%;0.15;0
2.38;6.22;265%;0.09;0
1.47;3.28;230%;0.11;0
1.60;3.77;240%;0.09;0
1.47;3.38;237%;0.12;0
1.46;3.28;230%;0.08;0
1.82;4.40;247%;0.12;0
1.46;3.41;237%;0.07;0
1.61;3.82;243%;0.10;0
1.73;4.17;249%;0.15;0
1.72;4.16;248%;0.11;0
1.61;3.81;243%;0.11;0
1.64;3.89;242%;0.10;0
1.65;3.95;244%;0.09;0
1.46;3.30;234%;0.11;0
1.50;3.36;231%;0.11;0
1.83;4.47;250%;0.10;0
2.04;5.30;265%;0.11;0
1.46;3.32;232%;0.07;0
1.46;3.33;233%;0.07;0
1.46;3.33;234%;0.10;0
1.64;3.91;242%;0.09;0
1.49;3.33;229%;0.09;0
1.76;4.25;247%;0.11;0
1.49;3.41;233%;0.06;0
1.48;3.43;236%;0.06;0
1.62;3.85;243%;0.09;0
1.78;4.32;247%;0.09;0
1.61;3.81;243%;0.11;0
1.47;3.29;228%;0.07;0
1.61;3.81;241%;0.08;0
1.65;3.91;243%;0.10;0
1.67;3.90;240%;0.11;0
1.65;3.94;244%;0.10;0
1.49;3.36;229%;0.08;0
1.61;3.78;241%;0.12;0
2.15;5.63;266%;0.12;0
1.65;3.93;243%;0.09;0
1.47;3.31;230%;0.08;0
1.74;4.20;246%;0.09;0
2.49;6.68;272%;0.11;0
1.46;3.29;232%;0.10;0
1.66;3.98;245%;0.09;0
1.50;3.44;233%;0.05;0
1.47;3.40;234%;0.06;0
1.48;3.38;232%;0.06;0
1.47;3.38;234%;0.06;0
1.48;3.35;230%;0.05;0
1.46;3.41;237%;0.07;0
1.50;3.44;233%;0.05;0
1.53;3.58;240%;0.10;0
1.83;4.52;250%;0.07;0
1.93;4.81;255%;0.13;0
1.62;3.86;242%;0.06;0
2.02;5.08;258%;0.15;0
1.49;3.39;231%;0.06;0
2.20;5.76;267%;0.12;0
1.47;3.28;228%;0.09;0
2.01;5.02;255%;0.12;0
1.48;3.33;231%;0.10;0
1.47;3.34;232%;0.06;0
2.49;6.53;265%;0.09;0
1.47;3.35;231%;0.06;0
1.74;4.27;247%;0.06;0
1.74;4.19;247%;0.12;0
1.47;3.34;234%;0.10;0
1.59;3.79;242%;0.08;0
2.01;5.09;259%;0.12;0
1.78;4.38;250%;0.07;0
1.47;3.34;233%;0.08;0
1.49;3.40;234%;0.09;0
2.59;6.83;270%;0.18;0
1.48;3.26;227%;0.10;0
1.46;3.33;233%;0.07;0
