Real;User;CPU%;System;Exit
69.68;103.89;151%;1.93;42
58.30;91.49;160%;2.21;42
56.48;90.61;164%;2.27;42
59.50;93.19;160%;2.52;42
59.57;93.46;160%;2.15;42
57.13;86.74;156%;2.41;42
31.04;45.78;151%;1.13;0
61.60;92.94;154%;2.30;42
57.66;93.27;166%;2.44;42
57.25;91.15;163%;2.30;42
57.84;91.09;161%;2.20;42
70.39;104.40;152%;2.59;42
59.10;92.29;160%;2.28;42
58.15;85.89;152%;2.89;42
62.55;97.57;159%;1.96;42
57.39;91.27;163%;2.42;42
56.85;90.40;163%;2.40;42
57.82;91.84;163%;2.47;42
60.42;93.72;159%;2.41;42
57.59;91.97;163%;2.03;42
56.97;89.91;161%;2.21;42
56.05;87.42;159%;2.18;42
70.33;104.98;152%;2.28;42
67.91;101.21;152%;2.25;42
38.27;59.79;160%;1.62;0
68.59;101.77;151%;2.18;42
58.45;85.94;151%;2.64;42
68.54;102.79;153%;2.19;42
58.15;91.73;162%;2.47;42
60.22;86.71;147%;2.32;42
59.06;90.31;156%;2.38;42
54.19;81.46;155%;3.05;42
61.98;94.93;156%;2.36;42
57.59;91.33;162%;2.21;42
54.66;80.80;152%;2.81;42
61.43;95.06;158%;2.45;42
55.38;81.17;152%;3.16;42
57.10;90.71;163%;2.47;42
57.17;90.38;161%;2.06;42
12.47;20.84;170%;0.37;0
59.91;88.56;152%;2.69;42
60.03;94.78;161%;2.34;42
55.29;85.81;159%;2.49;42
58.51;93.41;163%;2.32;42
55.38;81.51;152%;2.96;42
60.70;91.70;154%;2.02;42
68.34;105.53;157%;2.19;42
56.98;90.41;162%;2.41;42
66.03;97.76;150%;1.91;42
71.44;106.36;152%;2.68;42
57.37;91.62;163%;2.40;42
57.37;89.81;160%;2.45;42
69.87;104.48;152%;2.14;42
62.81;95.14;155%;2.47;42
55.82;86.10;158%;2.49;42
61.07;94.59;158%;2.23;42
61.58;94.77;157%;2.07;42
67.92;96.68;145%;2.30;0
23.28;36.00;158%;0.94;0
57.40;90.37;161%;2.57;42
54.63;82.80;156%;2.68;42
63.47;98.18;158%;2.47;42
57.05;90.11;162%;2.35;42
56.57;89.65;162%;2.11;42
60.79;95.28;160%;2.24;42
59.04;93.08;162%;2.66;42
57.51;91.01;162%;2.29;42
57.70;92.10;163%;2.44;42
58.19;87.83;155%;2.44;42
58.42;91.72;160%;2.11;42
66.94;100.43;153%;2.30;42
64.14;98.92;158%;2.52;42
58.23;93.03;163%;2.15;42
57.28;91.49;163%;2.36;42
50.95;74.60;150%;1.85;0
64.65;98.95;156%;2.22;42
61.06;89.87;151%;2.68;42
56.83;89.22;161%;2.54;42
60.08;88.22;152%;3.28;42
11.69;19.88;174%;0.46;0
57.66;90.24;160%;2.56;42
60.61;95.33;161%;2.52;42
59.55;90.88;156%;2.46;42
57.89;92.51;163%;2.24;42
57.27;88.61;159%;2.63;42
57.78;89.86;159%;2.26;42
60.95;92.09;155%;2.42;42
59.63;92.42;158%;2.21;42
57.18;87.80;158%;2.63;42
61.27;94.34;157%;2.23;42
61.25;95.61;159%;2.13;42
62.11;95.48;157%;2.60;42
58.92;90.20;156%;1.91;0
57.97;84.22;150%;2.81;42
56.27;88.82;161%;2.33;42
59.91;93.59;160%;2.46;42
55.67;80.68;149%;2.81;42
56.73;85.82;155%;2.28;42
55.95;88.62;161%;2.01;42
60.19;93.91;159%;2.06;42
