Real;User;CPU%;System;Exit
2.78;5.67;214%;0.30;0
2.75;5.72;217%;0.26;0
2.79;5.83;217%;0.25;0
2.79;5.84;221%;0.33;0
2.79;5.79;217%;0.29;0
2.96;5.69;202%;0.30;0
2.95;5.63;200%;0.30;0
2.99;6.06;213%;0.31;0
2.95;5.67;200%;0.26;0
2.98;5.93;207%;0.26;0
2.98;5.77;203%;0.31;0
2.97;5.86;205%;0.23;0
2.99;5.92;208%;0.31;0
2.94;5.65;201%;0.27;0
3.00;5.91;207%;0.33;0
2.95;5.92;210%;0.27;0
2.92;5.67;201%;0.23;0
2.96;5.90;207%;0.25;0
3.00;5.84;207%;0.37;0
2.97;5.80;204%;0.27;0
2.99;5.87;206%;0.31;0
2.93;5.66;201%;0.24;0
2.97;5.82;205%;0.28;0
2.96;5.91;208%;0.26;0
3.02;5.93;205%;0.27;0
2.95;5.88;207%;0.25;0
2.98;5.78;203%;0.27;0
2.97;5.80;204%;0.29;0
2.99;5.92;207%;0.27;0
2.97;5.75;204%;0.31;0
3.00;5.97;206%;0.24;0
2.97;5.93;208%;0.26;0
2.97;5.94;207%;0.23;0
2.96;5.88;208%;0.29;0
2.95;5.75;205%;0.31;0
2.99;5.88;204%;0.24;0
2.97;5.85;205%;0.25;0
2.95;5.71;203%;0.29;0
2.93;5.73;203%;0.24;0
2.94;5.82;205%;0.24;0
2.98;5.87;206%;0.27;0
2.99;5.84;204%;0.26;0
2.97;5.83;205%;0.27;0
2.95;5.78;205%;0.29;0
2.94;5.65;201%;0.29;0
2.96;5.72;203%;0.30;0
2.99;5.78;204%;0.32;0
2.97;5.82;203%;0.24;0
2.97;5.78;203%;0.28;0
2.98;5.91;208%;0.30;0
2.99;5.92;206%;0.25;0
2.94;5.64;202%;0.30;0
3.01;5.90;207%;0.34;0
3.01;6.09;210%;0.24;0
2.98;5.90;206%;0.25;0
2.99;5.95;207%;0.26;0
2.96;5.90;207%;0.24;0
2.95;5.80;206%;0.30;0
2.98;5.84;204%;0.25;0
2.96;5.73;204%;0.32;0
2.96;5.86;206%;0.25;0
3.00;5.96;206%;0.24;0
3.00;5.91;206%;0.30;0
2.99;5.89;206%;0.28;0
2.95;5.68;199%;0.21;0
3.00;5.93;207%;0.31;0
2.99;5.99;207%;0.23;0
2.97;5.95;207%;0.23;0
2.97;5.73;204%;0.35;0
3.01;6.01;209%;0.29;0
3.07;6.06;205%;0.26;0
2.94;5.87;208%;0.27;0
2.99;5.85;205%;0.29;0
2.98;5.98;209%;0.27;0
2.98;5.87;206%;0.27;0
2.99;5.77;203%;0.32;0
2.95;5.75;203%;0.26;0
2.97;5.78;202%;0.23;0
2.98;5.72;201%;0.28;0
2.95;5.80;203%;0.21;0
2.98;5.74;203%;0.33;0
2.97;5.80;205%;0.30;0
2.97;5.68;201%;0.32;0
2.96;5.90;207%;0.25;0
2.98;5.78;202%;0.26;0
2.97;5.83;205%;0.25;0
2.98;5.84;205%;0.28;0
2.96;5.78;205%;0.30;0
3.00;5.97;208%;0.30;0
2.96;5.83;205%;0.26;0
2.95;5.85;209%;0.32;0
3.00;5.78;203%;0.33;0
2.98;5.88;206%;0.28;0
2.94;5.70;202%;0.25;0
2.99;5.93;207%;0.28;0
3.01;5.96;208%;0.31;0
2.98;5.90;206%;0.25;0
3.00;5.90;205%;0.26;0
2.99;5.92;206%;0.27;0
2.96;5.74;203%;0.28;0
