1.44;2.36;180%;0.24;0
1.36;2.39;188%;0.18;0
1.38;2.38;187%;0.21;0
1.36;2.37;190%;0.21;0
1.38;2.35;188%;0.24;0
1.37;2.37;187%;0.20;0
1.38;2.37;188%;0.23;0
1.39;2.34;186%;0.24;0
1.36;2.36;187%;0.19;0
1.37;2.35;184%;0.19;0
1.37;2.32;186%;0.24;0
1.36;2.31;185%;0.21;0
1.37;2.38;187%;0.20;0
1.37;2.36;187%;0.20;0
1.36;2.38;188%;0.18;0
1.37;2.33;187%;0.24;0
1.37;2.34;187%;0.23;0
1.37;2.37;186%;0.19;0
1.37;2.32;184%;0.19;0
1.37;2.33;183%;0.19;0
1.37;2.44;189%;0.16;0
1.37;2.38;189%;0.23;0
1.37;2.30;187%;0.25;0
1.37;2.43;189%;0.17;0
1.37;2.33;186%;0.22;0
1.37;2.32;186%;0.23;0
1.37;2.36;187%;0.21;0
1.39;2.44;191%;0.21;0
1.38;2.43;189%;0.18;0
1.37;2.36;186%;0.19;0
1.37;2.33;186%;0.21;0
1.38;2.40;189%;0.22;0
1.36;2.34;186%;0.20;0
1.39;2.40;188%;0.22;0
1.36;2.34;186%;0.20;0
1.38;2.31;187%;0.27;0
1.38;2.39;187%;0.19;0
1.36;2.29;185%;0.24;0
1.38;2.33;186%;0.24;0
1.37;2.32;185%;0.22;0
1.38;2.38;187%;0.22;0
1.37;2.38;187%;0.19;0
1.37;2.36;189%;0.24;0
1.37;2.33;186%;0.22;0
1.38;2.33;185%;0.23;0
1.36;2.33;184%;0.18;0
1.36;2.31;186%;0.24;0
1.38;2.32;187%;0.27;0
1.37;2.34;187%;0.24;0
1.38;2.38;190%;0.24;0
1.37;2.37;189%;0.22;0
1.38;2.36;187%;0.22;0
1.37;2.32;186%;0.23;0
1.37;2.33;185%;0.21;0
1.36;2.37;186%;0.17;0
1.37;2.38;187%;0.19;0
1.36;2.38;189%;0.21;0
1.38;2.37;184%;0.18;0
1.37;2.27;185%;0.27;0
1.37;2.28;185%;0.25;0
1.38;2.36;185%;0.21;0
1.36;2.33;186%;0.21;0
1.39;2.40;189%;0.23;0
1.37;2.35;189%;0.24;0
1.38;2.40;189%;0.22;0
1.36;2.35;188%;0.22;0
1.38;2.35;185%;0.21;0
1.38;2.33;185%;0.23;0
1.36;2.35;186%;0.18;0
1.37;2.34;188%;0.23;0
1.37;2.34;187%;0.24;0
1.37;2.35;186%;0.20;0
1.37;2.35;186%;0.21;0
1.36;2.32;187%;0.24;0
1.36;2.28;185%;0.23;0
1.37;2.43;189%;0.17;0
1.39;2.36;186%;0.23;0
1.38;2.34;186%;0.23;0
1.37;2.36;186%;0.21;0
1.37;2.32;187%;0.25;0
1.36;2.25;185%;0.26;0
1.39;2.40;187%;0.22;0
1.38;2.37;186%;0.21;0
1.37;2.33;189%;0.25;0
1.36;2.36;186%;0.17;0
1.37;2.34;188%;0.25;0
1.37;2.37;189%;0.23;0
1.37;2.28;185%;0.26;0
1.37;2.35;185%;0.19;0
1.37;2.33;187%;0.25;0
1.36;2.40;188%;0.17;0
1.38;2.41;190%;0.20;0
1.38;2.38;187%;0.21;0
1.37;2.31;185%;0.23;0
1.37;2.28;183%;0.22;0
1.37;2.37;185%;0.17;0
1.36;2.32;185%;0.20;0
1.37;2.38;188%;0.20;0
1.37;2.41;189%;0.20;0
1.38;2.40;188%;0.20;0
