1.42;2.80;202%;0.07;0
1.23;2.49;208%;0.06;0
1.23;2.53;211%;0.07;0
1.23;2.48;207%;0.07;0
1.22;2.47;207%;0.07;0
1.42;3.09;224%;0.09;42
1.30;2.75;215%;0.06;0
1.23;2.46;204%;0.06;0
1.21;2.42;206%;0.07;0
1.21;2.44;205%;0.05;0
1.35;2.86;218%;0.10;0
1.24;2.52;209%;0.08;0
1.40;3.09;226%;0.09;42
1.30;2.76;218%;0.07;0
1.27;2.67;213%;0.03;0
1.40;3.10;226%;0.08;42
1.28;2.67;214%;0.08;0
1.27;2.67;214%;0.06;0
1.36;2.99;224%;0.06;0
1.32;2.78;216%;0.06;0
1.23;2.49;208%;0.07;0
1.24;2.47;206%;0.09;0
1.36;2.89;222%;0.13;0
1.32;2.76;215%;0.09;0
1.23;2.47;207%;0.07;0
1.32;2.83;218%;0.05;0
1.22;2.50;209%;0.05;0
1.32;2.79;215%;0.06;0
1.35;2.91;218%;0.05;0
1.36;2.98;222%;0.05;0
1.22;2.46;206%;0.06;0
1.23;2.52;211%;0.06;0
1.43;3.10;223%;0.10;42
1.21;2.44;207%;0.07;0
1.31;2.76;216%;0.09;0
1.22;2.45;206%;0.07;0
1.43;3.15;224%;0.07;0
1.28;2.70;213%;0.04;0
1.24;2.53;208%;0.05;0
1.36;2.93;222%;0.08;0
1.43;3.11;221%;0.07;42
1.41;3.08;223%;0.07;42
1.31;2.76;216%;0.09;0
1.22;2.46;206%;0.05;0
1.26;2.59;211%;0.09;0
1.21;2.47;207%;0.05;0
1.43;3.17;224%;0.05;42
1.32;2.82;219%;0.07;0
1.21;2.49;211%;0.06;0
1.41;3.10;225%;0.09;42
1.28;2.64;211%;0.07;0
1.21;2.47;207%;0.05;0
1.23;2.48;208%;0.07;0
1.35;2.92;222%;0.07;0
1.21;2.47;209%;0.07;0
1.40;3.01;224%;0.13;42
1.25;2.58;212%;0.06;0
1.21;2.44;208%;0.08;0
1.30;2.64;208%;0.07;0
1.32;2.80;216%;0.07;0
1.23;2.49;207%;0.07;0
1.32;2.82;217%;0.05;0
1.33;2.83;217%;0.08;0
1.21;2.47;209%;0.07;0
1.22;2.51;208%;0.04;0
1.42;3.08;222%;0.08;42
1.26;2.60;210%;0.06;0
1.22;2.48;208%;0.07;0
1.22;2.48;208%;0.06;0
1.27;2.65;211%;0.05;0
1.23;2.53;211%;0.08;0
1.28;2.67;215%;0.08;0
1.35;2.81;212%;0.05;0
1.27;2.65;211%;0.04;0
1.32;2.77;215%;0.09;0
1.22;2.47;208%;0.07;0
1.23;2.46;204%;0.07;0
1.31;2.68;207%;0.04;0
1.28;2.67;212%;0.06;0
1.21;2.46;209%;0.08;0
1.22;2.48;209%;0.07;0
1.32;2.82;217%;0.05;0
1.22;2.49;208%;0.05;0
1.32;2.79;216%;0.07;0
1.22;2.45;207%;0.08;0
1.22;2.46;207%;0.07;0
1.26;2.62;212%;0.04;0
1.27;2.64;213%;0.08;0
1.40;3.07;225%;0.09;0
1.34;2.93;224%;0.08;0
1.37;2.95;221%;0.08;0
1.38;3.01;223%;0.07;0
1.23;2.49;210%;0.09;0
1.35;2.95;220%;0.04;0
1.25;2.51;206%;0.07;0
1.21;2.44;207%;0.07;0
1.78;4.17;241%;0.12;0
1.22;2.49;208%;0.05;0
1.28;2.64;213%;0.09;0
1.26;2.63;213%;0.07;0
