Real;User;CPU%;System;Exit
1.63;3.12;204%;0.23;0
1.64;3.16;206%;0.23;0
1.62;3.10;207%;0.26;0
1.64;3.13;204%;0.22;0
1.61;3.12;207%;0.23;0
1.61;3.08;208%;0.28;0
1.61;3.07;205%;0.25;0
1.61;3.18;208%;0.17;0
1.63;3.21;208%;0.18;0
1.61;3.12;207%;0.22;0
1.63;3.16;208%;0.24;0
1.64;3.20;207%;0.20;0
1.61;3.20;209%;0.17;0
1.63;3.14;206%;0.24;0
1.61;3.12;207%;0.21;0
1.63;3.16;208%;0.23;0
1.62;3.18;209%;0.21;0
1.62;3.07;206%;0.28;0
1.64;3.15;207%;0.25;0
1.63;3.10;206%;0.27;0
1.62;3.15;208%;0.22;0
1.63;3.17;208%;0.23;0
1.65;3.21;208%;0.24;0
1.65;3.12;205%;0.26;0
1.61;3.14;207%;0.21;0
1.62;3.11;207%;0.24;0
1.62;3.16;208%;0.23;0
1.63;3.19;209%;0.22;0
1.63;3.16;208%;0.23;0
1.61;3.08;207%;0.26;0
1.61;3.10;207%;0.24;0
1.66;3.23;208%;0.21;0
1.65;3.24;208%;0.19;0
1.63;3.16;207%;0.22;0
1.63;3.22;207%;0.18;0
1.61;3.17;208%;0.19;0
1.61;3.08;204%;0.23;0
1.63;3.19;207%;0.19;0
1.62;3.14;207%;0.21;0
1.63;3.14;208%;0.26;0
1.63;3.23;208%;0.17;0
1.62;3.16;208%;0.23;0
1.64;3.20;206%;0.19;0
1.63;3.15;207%;0.23;0
1.65;3.27;209%;0.18;0
1.61;3.12;208%;0.25;0
1.62;3.14;208%;0.23;0
1.64;3.20;206%;0.19;0
1.63;3.14;207%;0.25;0
1.61;3.10;207%;0.24;0
1.62;3.12;206%;0.22;0
1.61;3.09;208%;0.26;0
1.60;3.08;206%;0.24;0
1.64;3.14;206%;0.25;0
1.62;3.19;208%;0.20;0
1.64;3.10;204%;0.25;0
1.62;3.17;208%;0.21;0
1.59;3.09;205%;0.18;0
1.64;3.20;206%;0.20;0
1.63;3.19;208%;0.21;0
1.63;3.18;207%;0.21;0
1.64;3.21;207%;0.20;0
1.63;3.19;207%;0.18;0
1.61;3.17;207%;0.19;0
1.62;3.14;208%;0.24;0
1.63;3.14;208%;0.24;0
1.62;3.15;209%;0.23;0
1.62;3.16;207%;0.22;0
1.61;3.06;206%;0.27;0
1.60;3.13;206%;0.18;0
1.63;3.15;206%;0.21;0
1.63;3.24;209%;0.16;0
1.61;3.17;208%;0.19;0
1.62;3.12;207%;0.23;0
1.64;3.14;206%;0.25;0
1.62;3.13;206%;0.23;0
1.62;3.13;209%;0.26;0
1.62;3.14;209%;0.25;0
1.63;3.12;207%;0.26;0
1.61;3.15;208%;0.21;0
1.61;3.08;206%;0.25;0
1.62;3.14;208%;0.22;0
1.63;3.15;208%;0.24;0
1.62;3.05;206%;0.30;0
1.61;3.10;206%;0.23;0
1.63;3.09;207%;0.30;0
1.62;3.15;207%;0.20;0
1.62;3.08;205%;0.24;0
1.61;3.10;208%;0.25;0
1.61;3.09;205%;0.21;0
1.61;3.18;209%;0.21;0
1.62;3.16;208%;0.22;0
1.62;3.05;205%;0.28;0
1.62;3.11;209%;0.27;0
1.61;3.16;208%;0.20;0
1.63;3.13;206%;0.24;0
1.62;3.12;206%;0.22;0
1.62;3.12;207%;0.23;0
1.62;3.10;207%;0.26;0
1.62;3.16;208%;0.21;0
