Real;User;CPU%;System;Exit
2.12;4.58;227%;0.24;0
2.15;4.66;226%;0.23;0
2.13;4.60;226%;0.22;0
2.14;4.57;226%;0.27;0
2.13;4.60;226%;0.22;0
2.24;4.86;227%;0.23;0
2.20;4.68;224%;0.27;0
2.27;4.90;229%;0.31;0
2.21;4.64;223%;0.29;0
2.25;4.87;227%;0.25;0
2.18;4.68;225%;0.23;0
2.25;4.80;223%;0.23;0
2.24;4.82;227%;0.26;0
2.25;4.75;224%;0.29;0
2.22;4.74;224%;0.24;0
2.26;4.85;227%;0.28;0
2.20;4.65;222%;0.25;0
2.25;4.84;225%;0.23;0
2.18;4.60;224%;0.28;0
2.21;4.73;223%;0.22;0
2.20;4.69;224%;0.25;0
2.16;4.54;221%;0.26;0
2.23;4.75;222%;0.21;0
2.27;4.97;229%;0.24;0
2.19;4.71;222%;0.18;0
2.25;4.81;227%;0.32;0
2.23;4.69;221%;0.25;0
2.19;4.61;221%;0.25;0
2.21;4.73;225%;0.26;0
2.22;4.69;223%;0.27;0
2.25;4.79;226%;0.29;0
2.22;4.89;227%;0.16;0
2.20;4.80;228%;0.23;0
2.25;4.74;224%;0.30;0
2.26;4.80;223%;0.26;0
2.16;4.67;226%;0.24;0
2.28;4.88;226%;0.28;0
2.19;4.63;223%;0.27;0
2.25;4.88;226%;0.21;0
2.20;4.56;220%;0.29;0
2.25;4.88;227%;0.24;0
2.16;4.58;222%;0.22;0
2.22;4.84;229%;0.25;0
2.26;4.86;225%;0.24;0
2.25;4.91;228%;0.23;0
2.24;4.85;226%;0.22;0
2.20;4.71;225%;0.25;0
2.22;4.73;226%;0.28;0
2.18;4.65;224%;0.25;0
2.24;4.78;226%;0.29;0
2.16;4.49;221%;0.28;0
2.26;4.85;224%;0.23;0
2.27;4.88;226%;0.25;0
2.19;4.65;223%;0.25;0
2.26;4.75;224%;0.32;0
2.25;4.80;224%;0.25;0
2.24;4.82;225%;0.24;0
2.26;4.85;225%;0.24;0
2.16;4.66;225%;0.21;0
2.23;4.76;222%;0.22;0
2.19;4.70;225%;0.25;0
2.27;4.83;223%;0.24;0
2.23;4.78;222%;0.19;0
2.21;4.75;224%;0.22;0
2.25;4.82;224%;0.25;0
2.26;4.77;222%;0.26;0
2.25;4.83;225%;0.24;0
2.27;4.84;223%;0.23;0
2.25;4.74;223%;0.28;0
2.25;4.75;225%;0.31;0
2.22;4.77;225%;0.23;0
2.26;4.78;223%;0.27;0
2.19;4.63;223%;0.27;0
2.20;4.66;222%;0.24;0
2.21;4.63;223%;0.30;0
2.22;4.81;226%;0.24;0
2.17;4.57;220%;0.22;0
2.21;4.68;223%;0.26;0
2.21;4.74;225%;0.25;0
2.20;4.64;222%;0.26;0
2.24;4.81;226%;0.25;0
2.16;4.43;218%;0.29;0
2.19;4.60;221%;0.25;0
2.25;4.78;224%;0.28;0
2.24;4.76;224%;0.26;0
2.25;4.85;228%;0.29;0
2.25;4.83;227%;0.28;0
2.18;4.67;225%;0.26;0
2.22;4.75;226%;0.27;0
2.21;4.71;223%;0.23;0
2.24;4.87;226%;0.21;0
2.27;4.88;225%;0.23;0
2.20;4.55;218%;0.25;0
2.23;4.75;223%;0.23;0
2.24;4.81;225%;0.24;0
2.27;4.96;229%;0.26;0
2.21;4.72;224%;0.23;0
2.24;4.85;226%;0.22;0
2.27;4.97;230%;0.26;0
2.22;4.70;223%;0.26;0
