Real;User;CPU%;System;Exit
65.64;96.96;151%;2.23;42
63.25;92.13;149%;2.34;42
70.12;111.05;163%;3.27;42
66.72;98.89;151%;2.31;42
67.69;99.72;150%;2.38;42
65.56;98.04;153%;2.26;42
70.27;107.88;156%;2.28;42
63.98;96.95;154%;1.97;42
67.38;99.63;151%;2.28;42
66.72;99.06;151%;2.31;42
64.76;97.94;154%;2.14;42
63.94;94.11;151%;2.52;42
67.09;97.89;149%;2.14;42
65.22;97.39;152%;2.18;42
64.04;96.39;154%;2.44;42
66.63;98.29;150%;2.04;42
68.64;101.54;151%;2.32;42
62.20;90.33;149%;2.87;42
66.91;100.48;153%;2.53;42
66.30;99.26;153%;2.19;42
65.37;97.58;152%;2.20;42
65.05;95.99;150%;2.22;42
66.05;96.85;150%;2.30;42
65.93;99.65;154%;2.45;42
65.48;96.73;151%;2.18;42
68.16;102.57;153%;2.27;42
67.05;105.41;160%;2.45;42
72.86;121.39;171%;3.25;42
76.04;111.26;149%;2.15;42
64.59;98.56;156%;2.25;42
63.72;96.18;154%;2.22;42
65.43;98.23;153%;2.27;42
66.73;104.83;160%;2.01;42
64.24;95.85;152%;2.43;42
64.89;98.16;154%;2.05;42
65.46;98.93;154%;1.99;42
65.85;96.81;150%;2.14;42
67.85;101.72;153%;2.30;42
67.75;100.08;151%;2.34;42
65.81;98.57;153%;2.31;42
66.73;100.95;154%;2.34;42
66.25;99.01;152%;2.21;42
63.89;95.46;152%;2.17;42
64.95;92.59;147%;3.34;42
63.74;94.44;151%;2.14;42
67.80;103.80;157%;2.76;42
68.18;100.69;151%;2.33;42
66.94;102.10;156%;2.41;42
65.47;97.59;152%;2.10;42
64.47;96.37;152%;2.22;42
64.57;96.18;152%;2.00;42
67.05;97.89;149%;2.25;42
66.68;100.59;154%;2.41;42
65.69;99.42;155%;2.49;42
66.31;102.84;158%;2.09;42
64.39;93.35;148%;2.25;42
67.35;99.63;150%;2.00;42
64.00;96.20;153%;2.12;42
64.76;96.46;152%;2.36;42
64.90;98.46;155%;2.38;42
65.31;98.99;155%;2.38;42
66.14;98.72;152%;2.22;42
63.88;96.07;153%;2.19;42
65.32;97.42;152%;2.40;42
67.87;103.68;156%;2.36;42
69.97;108.92;160%;3.24;42
66.07;104.18;161%;2.32;42
66.78;98.27;150%;2.36;42
64.05;95.44;152%;1.95;42
68.96;104.88;155%;2.45;42
66.29;98.61;152%;2.46;42
67.47;98.76;149%;2.20;42
66.40;97.98;150%;2.22;42
65.98;98.62;152%;2.32;42
66.82;105.64;162%;3.19;42
65.17;92.18;145%;2.44;42
65.84;99.04;154%;2.35;42
66.11;96.75;149%;2.32;42
68.04;99.77;149%;2.19;42
64.59;96.39;152%;2.07;42
69.15;98.23;147%;3.80;42
62.68;95.53;155%;2.02;42
67.21;98.87;150%;2.11;42
67.89;101.06;151%;2.07;42
68.42;100.46;150%;2.37;42
70.01;98.87;144%;2.15;42
66.32;99.44;153%;2.23;42
70.03;106.17;155%;2.97;42
63.61;94.40;151%;2.21;42
67.11;104.57;159%;2.45;42
65.53;97.78;152%;2.42;42
66.17;98.08;151%;2.33;42
66.94;98.30;150%;2.40;42
63.44;92.56;149%;2.03;42
65.05;97.65;153%;2.23;42
65.80;99.73;154%;1.98;42
67.72;100.67;151%;2.26;42
70.23;104.75;152%;2.08;42
64.77;96.07;151%;2.27;42
65.20;96.26;150%;2.00;42
