Real;User;CPU%;System;Exit
1.39;2.65;196%;0.08;0
2.87;7.75;275%;0.18;42
2.71;7.23;272%;0.16;42
3.17;8.75;281%;0.19;42
1.26;2.67;216%;0.06;0
3.05;8.38;280%;0.16;42
2.39;6.33;269%;0.14;42
1.84;4.56;252%;0.09;0
1.91;4.71;253%;0.13;0
1.96;4.94;257%;0.11;0
2.01;5.13;259%;0.10;0
2.51;6.75;273%;0.12;42
1.56;3.60;236%;0.08;0
1.71;4.14;247%;0.10;0
1.98;4.97;257%;0.14;0
1.24;2.56;211%;0.07;0
1.26;2.62;215%;0.08;0
1.25;2.56;210%;0.07;0
1.25;2.59;213%;0.08;0
1.37;3.00;224%;0.08;0
3.14;8.62;280%;0.19;42
3.04;8.37;282%;0.23;42
2.35;6.22;269%;0.10;42
2.65;7.13;275%;0.16;42
1.80;4.41;250%;0.09;0
2.41;6.31;268%;0.16;42
1.63;3.81;240%;0.10;0
2.70;7.31;276%;0.15;42
3.07;8.52;280%;0.11;42
1.25;2.60;213%;0.06;0
3.10;8.51;278%;0.13;42
2.64;7.07;271%;0.12;42
1.26;2.63;213%;0.07;0
2.46;6.48;268%;0.12;42
2.78;7.43;271%;0.14;42
1.97;4.94;256%;0.12;0
1.26;2.64;214%;0.06;0
2.78;7.58;278%;0.17;42
1.53;3.53;236%;0.09;0
1.72;4.13;247%;0.12;0
3.14;8.66;281%;0.21;42
2.48;6.64;272%;0.13;42
1.25;2.64;213%;0.02;0
2.63;7.07;274%;0.14;42
1.25;2.64;215%;0.06;0
2.66;7.13;273%;0.14;42
2.32;6.01;264%;0.13;42
2.02;5.12;259%;0.12;0
2.38;6.29;270%;0.15;42
2.39;6.35;270%;0.12;42
2.39;6.28;265%;0.06;42
2.45;6.54;272%;0.13;42
1.90;4.73;255%;0.11;0
1.97;4.97;257%;0.11;0
2.60;7.01;273%;0.11;42
2.68;7.22;273%;0.13;42
1.80;4.47;253%;0.10;0
2.77;7.39;273%;0.19;42
3.36;9.40;283%;0.13;42
2.38;6.32;270%;0.13;42
1.25;2.57;211%;0.08;0
2.82;7.58;275%;0.18;42
1.68;3.97;245%;0.17;0
1.27;2.69;217%;0.08;0
3.09;8.53;281%;0.16;42
3.08;8.45;280%;0.19;42
1.98;5.03;257%;0.08;0
1.62;3.83;240%;0.06;0
2.45;6.58;272%;0.10;42
1.84;4.56;252%;0.08;0
1.95;4.82;254%;0.14;0
1.81;4.44;250%;0.10;0
2.28;5.97;266%;0.12;42
2.35;5.99;262%;0.17;42
1.63;3.84;241%;0.10;0
1.99;5.00;253%;0.06;0
1.76;4.34;251%;0.10;0
2.58;6.94;272%;0.10;42
2.18;5.57;260%;0.11;42
1.47;3.31;228%;0.05;0
2.18;5.64;262%;0.10;42
1.93;4.78;252%;0.11;0
2.36;6.27;270%;0.11;42
2.66;7.16;274%;0.15;42
1.96;4.89;255%;0.10;0
1.49;3.38;235%;0.13;0
1.75;4.27;249%;0.10;0
1.65;3.89;242%;0.12;0
1.47;3.30;228%;0.07;0
2.79;7.58;276%;0.14;42
1.74;4.25;249%;0.08;0
2.39;6.20;265%;0.15;42
2.02;5.10;258%;0.13;0
1.74;4.25;250%;0.11;0
1.97;4.98;256%;0.08;0
2.04;5.19;258%;0.08;0
2.44;6.46;270%;0.14;42
2.27;5.85;264%;0.14;42
1.82;4.51;251%;0.07;0
1.81;4.32;245%;0.12;0
