Real;User;CPU%;System;Exit
1.55;2.94;201%;0.18;0
1.54;2.92;203%;0.21;0
1.54;2.91;202%;0.21;0
1.54;2.91;201%;0.20;0
1.57;2.97;203%;0.22;0
1.54;2.92;202%;0.20;0
1.56;2.99;204%;0.21;0
1.55;2.98;205%;0.21;0
1.55;3.01;205%;0.17;0
1.55;2.89;201%;0.24;0
1.55;2.90;202%;0.24;0
1.54;2.84;200%;0.25;0
1.56;2.93;202%;0.24;0
1.56;3.00;205%;0.21;0
1.55;2.96;203%;0.19;0
1.57;2.94;201%;0.23;0
1.56;2.97;202%;0.20;0
1.55;2.94;203%;0.21;0
1.55;2.93;200%;0.16;0
1.55;2.92;202%;0.21;0
1.55;2.90;201%;0.22;0
1.55;2.90;201%;0.22;0
1.56;3.01;206%;0.21;0
1.54;2.92;203%;0.22;0
1.54;2.92;201%;0.19;0
1.57;2.95;204%;0.26;0
1.58;3.02;201%;0.17;0
1.55;2.94;201%;0.19;0
1.54;2.83;199%;0.26;0
1.55;2.93;203%;0.22;0
1.55;2.91;202%;0.22;0
1.56;2.95;205%;0.24;0
1.55;2.93;203%;0.23;0
1.56;2.93;202%;0.24;0
1.55;2.87;201%;0.27;0
1.55;2.91;201%;0.22;0
1.56;2.90;201%;0.24;0
1.55;2.88;200%;0.22;0
1.58;2.99;202%;0.20;0
1.56;2.96;204%;0.23;0
1.56;2.91;201%;0.24;0
1.55;2.90;202%;0.25;0
1.54;2.85;199%;0.23;0
1.56;2.93;203%;0.25;0
1.55;2.93;201%;0.20;0
1.54;2.88;200%;0.22;0
1.55;2.91;202%;0.22;0
1.58;2.95;204%;0.27;0
1.58;2.94;201%;0.23;0
1.55;2.94;202%;0.19;0
1.57;2.91;201%;0.24;0
1.55;2.92;201%;0.21;0
1.55;2.90;201%;0.22;0
1.55;2.91;203%;0.25;0
1.57;2.90;201%;0.26;0
1.57;2.93;202%;0.25;0
1.57;2.94;203%;0.24;0
1.55;2.91;204%;0.27;0
1.55;2.92;203%;0.23;0
1.56;2.96;202%;0.20;0
1.57;2.93;202%;0.24;0
1.54;2.89;201%;0.20;0
1.57;2.91;202%;0.27;0
1.55;2.98;203%;0.17;0
1.55;2.94;203%;0.22;0
1.55;2.85;201%;0.26;0
1.55;2.87;200%;0.23;0
1.56;2.92;201%;0.21;0
1.55;2.95;201%;0.18;0
1.56;2.88;201%;0.27;0
1.54;2.92;202%;0.21;0
1.56;2.90;201%;0.23;0
1.55;2.90;201%;0.23;0
1.54;2.85;203%;0.28;0
1.57;2.96;204%;0.25;0
1.58;2.96;201%;0.23;0
1.57;2.95;202%;0.21;0
1.55;2.97;201%;0.16;0
1.54;2.88;201%;0.23;0
1.56;2.97;205%;0.23;0
1.54;2.95;204%;0.21;0
1.56;2.88;201%;0.26;0
1.55;2.92;203%;0.23;0
1.53;2.86;201%;0.23;0
1.55;2.85;201%;0.28;0
1.56;3.00;204%;0.18;0
1.54;2.86;202%;0.27;0
1.56;2.97;201%;0.17;0
1.54;2.84;199%;0.24;0
1.57;2.95;201%;0.20;0
1.57;2.94;200%;0.21;0
1.55;2.90;203%;0.27;0
1.55;2.89;202%;0.25;0
1.55;3.00;205%;0.19;0
1.55;2.99;205%;0.20;0
1.56;2.94;202%;0.22;0
1.55;2.93;202%;0.21;0
1.55;2.90;202%;0.24;0
1.56;2.84;199%;0.28;0
1.55;2.89;200%;0.22;0
