Real;User;CPU%;System;Exit
1.46;2.50;185%;0.20;0
1.40;2.39;186%;0.22;0
1.40;2.40;191%;0.26;0
1.39;2.41;191%;0.24;0
1.40;2.42;188%;0.22;0
1.41;2.47;190%;0.21;0
1.41;2.39;190%;0.29;0
1.39;2.38;187%;0.24;0
1.40;2.47;190%;0.21;0
1.40;2.48;190%;0.20;0
1.40;2.37;189%;0.28;0
1.39;2.45;189%;0.19;0
1.40;2.47;191%;0.21;0
1.40;2.45;192%;0.24;0
1.41;2.46;190%;0.22;0
1.40;2.44;189%;0.21;0
1.41;2.46;190%;0.22;0
1.41;2.51;191%;0.19;0
1.40;2.41;190%;0.26;0
1.40;2.49;191%;0.19;0
1.40;2.46;190%;0.20;0
1.41;2.44;189%;0.23;0
1.41;2.47;190%;0.21;0
1.41;2.43;189%;0.25;0
1.41;2.50;191%;0.20;0
1.40;2.45;188%;0.19;0
1.40;2.43;190%;0.24;0
1.40;2.46;188%;0.19;0
1.41;2.44;188%;0.22;0
1.40;2.43;189%;0.24;0
1.40;2.47;193%;0.24;0
1.40;2.49;189%;0.17;0
1.40;2.47;188%;0.17;0
1.41;2.46;188%;0.22;0
1.40;2.48;190%;0.18;0
1.40;2.48;191%;0.20;0
1.41;2.49;192%;0.22;0
1.41;2.45;190%;0.23;0
1.40;2.47;188%;0.17;0
1.40;2.42;188%;0.23;0
1.42;2.51;191%;0.22;0
1.42;2.47;188%;0.20;0
1.40;2.48;190%;0.19;0
1.42;2.48;190%;0.22;0
1.40;2.40;187%;0.23;0
1.41;2.46;191%;0.23;0
1.41;2.56;193%;0.17;0
1.41;2.45;191%;0.24;0
1.42;2.55;192%;0.18;0
1.41;2.46;189%;0.20;0
1.42;2.51;190%;0.18;0
1.41;2.43;190%;0.25;0
1.39;2.40;189%;0.24;0
1.40;2.47;190%;0.20;0
1.41;2.50;193%;0.22;0
1.39;2.42;190%;0.23;0
1.41;2.47;189%;0.19;0
1.40;2.45;190%;0.22;0
1.41;2.47;192%;0.24;0
1.42;2.51;189%;0.18;0
1.39;2.42;189%;0.22;0
1.39;2.43;192%;0.25;0
1.41;2.50;192%;0.21;0
1.41;2.47;190%;0.22;0
1.42;2.47;189%;0.21;0
1.40;2.47;191%;0.22;0
1.43;2.49;189%;0.21;0
1.40;2.38;187%;0.26;0
1.40;2.50;190%;0.18;0
1.40;2.42;190%;0.25;0
1.41;2.44;190%;0.23;0
1.41;2.50;191%;0.20;0
1.40;2.41;188%;0.23;0
1.40;2.37;189%;0.28;0
1.42;2.42;186%;0.23;0
1.39;2.45;189%;0.19;0
1.41;2.47;191%;0.22;0
1.42;2.43;187%;0.23;0
1.40;2.38;188%;0.25;0
1.41;2.46;191%;0.24;0
1.40;2.44;189%;0.20;0
1.41;2.43;190%;0.25;0
1.41;2.45;191%;0.25;0
1.40;2.45;188%;0.19;0
1.41;2.46;190%;0.22;0
1.40;2.43;189%;0.22;0
1.42;2.46;190%;0.23;0
1.41;2.44;189%;0.22;0
1.40;2.44;191%;0.25;0
1.41;2.47;190%;0.22;0
1.40;2.41;188%;0.23;0
1.40;2.46;191%;0.23;0
1.40;2.41;189%;0.23;0
1.40;2.46;188%;0.18;0
1.41;2.45;190%;0.23;0
1.40;2.45;189%;0.21;0
1.41;2.44;189%;0.23;0
1.41;2.42;189%;0.25;0
1.40;2.49;193%;0.22;0
1.40;2.46;190%;0.21;0
