Real;User;CPU%;System;Exit
1.49;3.03;208%;0.07;0
1.48;3.36;232%;0.08;42
1.30;2.67;213%;0.10;0
1.45;3.22;227%;0.09;42
1.23;2.55;211%;0.06;0
1.47;3.34;232%;0.08;0
1.46;3.25;229%;0.08;42
1.50;3.26;225%;0.13;42
1.47;3.34;231%;0.06;42
1.26;2.60;212%;0.07;0
1.23;2.48;208%;0.08;0
1.46;3.24;229%;0.12;42
1.45;3.21;229%;0.11;42
1.27;2.62;209%;0.04;0
1.31;2.77;216%;0.06;0
1.33;2.80;216%;0.08;0
1.46;3.25;227%;0.08;42
1.25;2.60;212%;0.07;0
1.45;3.24;228%;0.07;42
1.50;3.33;227%;0.07;42
1.47;3.32;231%;0.10;0
1.45;3.24;230%;0.09;42
1.48;3.34;231%;0.08;0
1.47;3.29;229%;0.09;42
1.36;2.94;222%;0.07;0
1.37;2.95;221%;0.08;0
1.22;2.51;212%;0.08;0
1.48;3.27;226%;0.08;0
1.46;3.28;231%;0.11;42
1.41;3.12;226%;0.08;0
1.27;2.58;210%;0.07;0
1.47;3.33;229%;0.05;42
1.50;3.31;224%;0.06;42
1.44;3.23;229%;0.09;42
1.47;3.34;230%;0.05;0
1.44;3.19;226%;0.06;0
1.44;3.18;226%;0.09;0
1.32;2.78;213%;0.05;0
1.49;3.31;227%;0.08;42
1.41;3.13;225%;0.05;0
1.32;2.80;216%;0.05;0
1.41;3.15;228%;0.08;0
1.48;3.33;228%;0.06;42
1.37;3.00;223%;0.07;0
1.45;3.25;229%;0.06;42
1.46;3.27;228%;0.08;42
1.25;2.58;210%;0.06;0
1.47;3.30;229%;0.07;42
1.49;3.42;234%;0.09;0
1.49;3.39;231%;0.06;0
1.38;3.01;222%;0.06;0
1.48;3.34;233%;0.11;42
1.30;2.71;213%;0.07;0
1.37;2.98;223%;0.08;0
1.47;3.26;228%;0.10;42
1.48;3.27;227%;0.11;42
1.44;3.17;228%;0.11;42
1.35;2.89;219%;0.07;0
1.30;2.75;215%;0.04;0
1.27;2.62;210%;0.05;0
1.41;3.13;227%;0.09;0
1.42;3.13;226%;0.07;0
1.43;3.12;225%;0.09;0
1.47;3.34;232%;0.08;42
1.31;2.79;216%;0.05;0
1.46;3.26;226%;0.06;42
1.33;2.83;218%;0.07;0
1.27;2.57;209%;0.08;0
1.46;3.24;228%;0.09;42
1.45;3.19;227%;0.11;0
1.50;3.27;225%;0.10;42
1.50;3.35;228%;0.09;42
1.31;2.76;213%;0.05;0
1.45;3.26;230%;0.08;42
1.47;3.27;228%;0.09;42
1.45;3.24;228%;0.08;42
1.49;3.36;231%;0.10;42
1.36;2.90;217%;0.07;0
1.22;2.50;208%;0.06;0
1.40;3.01;219%;0.06;0
1.39;3.09;226%;0.06;0
1.32;2.78;218%;0.09;0
1.49;3.37;231%;0.06;42
1.34;2.82;214%;0.05;0
1.38;3.00;222%;0.08;0
1.46;3.25;227%;0.07;42
1.46;3.27;228%;0.07;42
1.45;3.26;230%;0.09;0
1.55;3.48;231%;0.10;42
1.41;3.13;226%;0.06;0
1.26;2.59;211%;0.07;0
1.40;3.10;225%;0.08;0
1.45;3.28;230%;0.07;42
1.49;3.36;231%;0.09;42
1.47;3.33;230%;0.06;42
1.48;3.34;230%;0.07;0
1.46;3.23;227%;0.09;42
1.46;3.24;229%;0.11;0
1.46;3.28;229%;0.08;42
1.35;2.90;220%;0.08;0
