Real;User;CPU%;System;Exit
2.59;5.08;207%;0.27;0
2.59;5.06;208%;0.33;0
2.63;5.25;209%;0.26;0
2.58;4.93;201%;0.27;0
2.60;5.20;209%;0.25;0
2.57;5.10;207%;0.25;0
2.55;4.98;205%;0.27;0
2.59;5.20;209%;0.22;0
2.62;5.27;210%;0.25;0
2.59;5.15;208%;0.26;0
2.60;5.27;211%;0.23;0
2.63;5.23;209%;0.26;0
2.63;5.24;208%;0.26;0
2.59;5.13;207%;0.26;0
2.60;5.16;211%;0.33;0
2.60;5.20;208%;0.24;0
2.62;5.29;211%;0.24;0
2.61;5.17;207%;0.25;0
2.63;5.22;209%;0.30;0
2.66;5.32;210%;0.27;0
2.58;5.02;205%;0.28;0
2.61;5.14;207%;0.27;0
2.99;5.54;194%;0.29;0
2.59;5.15;210%;0.29;0
2.63;5.28;211%;0.28;0
2.59;5.05;205%;0.29;0
2.56;5.09;207%;0.21;0
2.57;5.20;210%;0.21;0
2.66;5.19;205%;0.28;0
2.61;5.22;210%;0.27;0
2.64;5.34;211%;0.23;0
2.63;5.25;208%;0.24;0
2.61;5.29;210%;0.19;0
2.61;5.17;209%;0.29;0
2.61;5.23;211%;0.28;0
2.62;5.30;210%;0.23;0
2.60;5.16;208%;0.28;0
2.60;5.11;207%;0.29;0
2.61;5.17;209%;0.28;0
2.61;5.20;208%;0.24;0
2.65;5.21;207%;0.29;0
2.59;5.01;203%;0.26;0
2.58;5.04;206%;0.29;0
2.60;4.97;200%;0.26;0
2.61;5.26;209%;0.20;0
2.63;5.10;204%;0.28;0
2.60;5.06;205%;0.28;0
2.62;5.13;207%;0.30;0
2.58;5.06;206%;0.28;0
2.62;5.21;207%;0.23;0
2.64;5.27;210%;0.28;0
2.62;5.30;210%;0.23;0
2.60;5.19;208%;0.24;0
2.58;5.04;203%;0.23;0
2.64;5.29;209%;0.24;0
2.60;5.14;207%;0.26;0
2.61;5.14;208%;0.28;0
2.62;5.17;207%;0.26;0
2.61;5.19;209%;0.28;0
2.57;5.07;207%;0.28;0
2.60;5.25;209%;0.20;0
2.64;5.32;210%;0.23;0
2.61;5.17;208%;0.26;0
2.58;5.22;210%;0.21;0
2.63;5.23;210%;0.32;0
2.63;5.20;207%;0.26;0
2.60;5.14;206%;0.24;0
2.62;5.30;212%;0.26;0
2.58;5.08;208%;0.29;0
2.60;5.13;207%;0.25;0
2.61;5.19;206%;0.21;0
2.60;5.19;207%;0.21;0
2.60;5.32;212%;0.21;0
2.60;5.18;208%;0.23;0
2.59;5.07;207%;0.30;0
2.61;5.24;210%;0.25;0
2.63;5.29;208%;0.21;0
2.61;5.26;211%;0.26;0
2.68;5.40;210%;0.25;0
2.59;5.07;206%;0.29;0
2.62;5.29;210%;0.21;0
2.62;5.26;210%;0.25;0
2.62;5.11;205%;0.28;0
2.58;5.08;204%;0.19;0
2.64;5.08;204%;0.30;0
2.64;5.22;208%;0.28;0
2.62;5.28;209%;0.23;0
2.59;5.20;211%;0.28;0
2.61;5.23;211%;0.30;0
2.57;5.15;209%;0.25;0
2.59;5.02;202%;0.22;0
2.62;5.15;205%;0.23;0
2.63;5.27;210%;0.27;0
2.59;5.10;206%;0.26;0
2.58;5.08;208%;0.29;0
2.63;5.34;211%;0.22;0
2.63;5.18;205%;0.22;0
2.59;5.06;205%;0.26;0
2.60;5.16;209%;0.28;0
2.57;5.07;206%;0.25;0
