Real;User;CPU%;System;Exit
251.16;395.88;159%;5.21;42
244.32;394.71;163%;4.94;42
254.19;410.63;163%;4.09;42
241.55;375.25;157%;4.51;42
250.09;419.83;169%;4.90;42
237.47;372.05;158%;4.71;42
249.86;376.64;152%;4.88;42
238.83;372.85;158%;5.17;42
252.25;422.93;169%;4.81;42
270.16;437.58;164%;5.84;42
240.55;377.16;158%;4.69;42
270.20;410.13;153%;4.97;42
254.48;387.31;154%;5.06;42
241.13;371.57;156%;4.64;42
255.57;388.25;153%;4.99;42
251.13;406.57;163%;4.35;42
267.25;424.36;160%;4.62;42
271.75;428.90;159%;4.71;42
273.55;402.35;148%;4.21;42
267.84;406.91;153%;4.66;42
269.74;454.07;170%;5.23;42
235.56;369.09;158%;5.02;42
263.55;399.94;153%;4.58;42
242.42;376.81;157%;4.63;42
296.57;451.29;153%;4.31;42
254.94;432.20;171%;5.63;42
246.34;389.38;159%;4.41;42
243.16;379.68;158%;4.84;42
249.49;403.85;163%;4.86;42
250.66;407.61;164%;5.12;42
203.28;298.51;148%;3.84;0
245.21;400.57;165%;5.37;42
246.15;386.16;159%;5.45;42
246.80;397.37;162%;3.66;42
243.50;380.68;158%;5.65;42
254.58;388.19;154%;4.01;42
247.57;410.18;167%;5.18;42
251.85;388.52;156%;4.41;42
157.73;239.19;154%;3.82;0
250.90;397.84;160%;5.05;42
239.13;372.19;157%;4.12;42
235.68;364.74;156%;5.05;42
249.05;400.48;162%;4.24;42
270.64;437.12;162%;3.85;42
256.63;413.12;162%;4.20;42
254.28;379.76;151%;5.29;42
270.04;428.46;160%;5.32;42
282.01;423.13;151%;4.92;42
250.84;406.65;164%;4.82;42
240.96;374.27;157%;5.12;42
251.36;409.69;164%;4.65;42
253.05;421.83;168%;4.36;42
251.22;405.64;163%;5.37;42
275.41;456.57;167%;4.22;42
235.51;368.02;158%;4.45;42
248.43;408.39;166%;4.17;42
251.78;408.72;164%;4.57;42
271.21;439.94;163%;4.43;42
242.82;375.78;156%;5.20;42
255.38;417.85;165%;4.40;42
274.64;457.89;168%;4.83;42
267.04;420.86;159%;4.18;42
246.77;394.26;161%;5.31;42
248.71;386.61;157%;4.66;42
244.69;379.78;157%;4.89;42
246.95;381.14;156%;5.54;42
264.83;416.82;159%;4.69;42
242.96;391.32;163%;5.76;42
246.38;396.94;163%;4.67;42
243.16;376.87;156%;4.60;42
254.11;388.60;154%;4.45;42
246.57;395.77;162%;4.57;42
247.62;385.22;157%;4.37;42
245.67;384.14;158%;5.18;42
252.07;396.73;159%;5.58;42
265.53;434.56;165%;5.30;42
272.55;434.68;161%;4.57;42
298.93;467.97;158%;5.08;42
261.77;395.58;153%;5.62;42
255.68;399.33;158%;5.05;42
263.94;400.59;153%;5.01;42
233.27;355.54;154%;4.50;42
247.48;379.02;155%;4.80;42
259.62;437.94;170%;4.62;42
265.59;403.87;153%;4.67;42
238.72;378.42;160%;4.19;42
257.31;425.63;167%;4.38;42
255.63;390.26;154%;4.81;42
250.08;417.63;169%;5.30;42
246.41;389.34;160%;5.41;42
258.80;390.64;152%;4.84;42
265.65;424.20;161%;5.20;42
241.86;373.14;156%;4.86;42
246.14;395.04;162%;4.69;42
249.72;388.21;157%;5.19;42
238.89;376.37;159%;4.73;42
236.63;370.57;158%;4.64;42
242.88;381.23;158%;4.78;42
254.52;394.74;157%;5.12;42
246.28;385.63;158%;4.73;42
