Real;User;CPU%;System;Exit
2.51;6.45;261%;0.11;0
2.84;7.51;270%;0.18;0
2.99;7.94;271%;0.17;0
2.59;6.63;259%;0.09;0
2.53;6.75;271%;0.13;0
2.25;5.93;269%;0.12;0
2.52;6.68;271%;0.16;0
3.07;8.19;273%;0.20;42
1.74;4.13;244%;0.11;0
3.06;8.32;276%;0.13;42
3.10;8.55;281%;0.17;42
2.37;6.19;266%;0.13;0
2.68;7.26;274%;0.11;0
2.87;7.55;268%;0.15;42
3.05;8.20;276%;0.24;42
2.27;5.94;268%;0.14;0
3.04;8.23;277%;0.20;0
1.84;4.59;254%;0.09;0
1.78;4.37;249%;0.07;0
2.18;5.62;263%;0.13;0
1.84;4.61;255%;0.10;0
2.79;7.33;269%;0.17;0
2.31;6.07;266%;0.10;0
2.17;5.70;267%;0.12;0
1.86;4.60;253%;0.11;0
2.90;7.85;276%;0.18;42
2.23;5.84;266%;0.12;0
2.91;7.76;272%;0.18;42
3.00;8.02;271%;0.12;42
2.81;7.46;271%;0.15;42
2.87;7.47;267%;0.21;42
2.96;7.99;275%;0.16;42
1.82;4.50;251%;0.08;0
1.78;4.34;247%;0.07;0
2.34;6.23;271%;0.11;0
2.94;8.04;278%;0.15;42
2.21;5.62;262%;0.18;0
2.86;7.87;279%;0.13;0
3.20;8.59;274%;0.17;42
2.43;6.41;269%;0.12;0
2.97;8.00;276%;0.20;42
2.38;6.33;270%;0.12;0
2.76;7.20;266%;0.17;0
2.70;7.20;272%;0.14;0
2.98;8.00;276%;0.22;42
2.86;7.60;270%;0.16;42
2.77;7.31;270%;0.20;0
1.98;5.04;257%;0.06;0
2.78;7.31;267%;0.15;42
2.00;4.93;253%;0.13;0
2.45;6.38;266%;0.15;0
2.92;7.92;278%;0.20;42
3.30;9.13;282%;0.19;0
2.36;6.30;271%;0.12;0
1.84;4.56;253%;0.09;0
2.25;5.86;266%;0.14;0
2.77;7.23;267%;0.17;0
2.97;8.04;275%;0.15;42
1.81;4.50;251%;0.05;0
2.96;7.93;273%;0.17;42
2.39;6.30;269%;0.15;0
3.20;8.70;277%;0.18;42
2.61;6.97;270%;0.10;0
2.83;7.55;272%;0.15;0
1.89;4.70;254%;0.11;0
2.86;7.56;268%;0.13;42
2.89;7.76;275%;0.21;42
2.94;7.92;273%;0.11;42
2.50;6.37;260%;0.15;0
2.47;6.66;274%;0.11;0
2.17;5.61;262%;0.09;0
2.70;7.31;275%;0.13;0
3.01;8.12;275%;0.16;42
2.34;6.25;271%;0.10;0
2.95;7.89;273%;0.16;0
2.92;7.74;271%;0.21;0
2.15;5.62;265%;0.10;0
2.91;7.78;271%;0.14;42
2.32;6.11;267%;0.10;0
2.33;6.28;271%;0.06;0
2.28;5.93;266%;0.14;0
2.91;7.96;278%;0.12;42
3.06;8.39;278%;0.14;42
2.81;7.61;275%;0.16;0
3.12;8.50;276%;0.14;42
2.97;8.04;275%;0.12;0
2.58;7.05;277%;0.11;0
3.03;8.39;281%;0.16;42
2.57;6.76;267%;0.11;0
1.89;4.77;256%;0.10;0
2.24;5.86;269%;0.17;0
2.30;5.98;267%;0.18;0
2.28;5.90;264%;0.12;0
3.03;8.20;275%;0.14;42
2.45;6.61;272%;0.08;0
2.97;7.81;268%;0.15;42
1.66;3.94;244%;0.11;0
2.33;6.21;270%;0.10;0
3.03;8.16;275%;0.20;42
1.61;3.79;240%;0.09;0
