Real;User;CPU%;System;Exit
1.51;2.74;197%;0.25;0
1.51;2.72;195%;0.23;0
1.49;2.71;195%;0.20;0
1.49;2.72;195%;0.20;0
1.57;2.84;193%;0.19;0
1.49;2.77;197%;0.19;0
1.52;2.81;198%;0.20;0
1.49;2.69;195%;0.22;0
1.50;2.73;196%;0.22;0
1.50;2.79;198%;0.19;0
1.51;2.80;199%;0.22;0
1.50;2.75;196%;0.20;0
1.49;2.77;199%;0.21;0
1.51;2.76;198%;0.23;0
1.51;2.76;200%;0.27;0
1.50;2.75;197%;0.21;0
1.50;2.83;200%;0.18;0
1.50;2.71;196%;0.24;0
1.51;2.72;194%;0.22;0
1.48;2.76;199%;0.20;0
1.52;2.75;198%;0.26;0
1.52;2.80;201%;0.25;0
1.51;2.80;199%;0.20;0
1.50;2.73;197%;0.23;0
1.52;2.82;200%;0.22;0
1.50;2.81;199%;0.19;0
1.50;2.70;197%;0.28;0
1.50;2.82;200%;0.18;0
1.50;2.73;197%;0.22;0
1.50;2.75;198%;0.23;0
1.52;2.81;200%;0.23;0
1.50;2.75;198%;0.22;0
1.50;2.71;196%;0.24;0
1.50;2.75;200%;0.26;0
1.51;2.76;197%;0.22;0
1.51;2.76;197%;0.23;0
1.51;2.76;199%;0.26;0
1.50;2.73;197%;0.22;0
1.49;2.62;195%;0.31;0
1.48;2.71;196%;0.19;0
1.50;2.74;198%;0.24;0
1.52;2.83;199%;0.20;0
1.51;2.80;200%;0.22;0
1.51;2.70;196%;0.27;0
1.50;2.77;199%;0.22;0
1.51;2.74;198%;0.25;0
1.52;2.75;195%;0.23;0
1.51;2.68;197%;0.31;0
1.49;2.76;200%;0.22;0
1.49;2.75;200%;0.24;0
1.49;2.74;198%;0.22;0
1.50;2.70;197%;0.25;0
1.48;2.67;197%;0.26;0
1.50;2.66;195%;0.27;0
1.50;2.75;197%;0.21;0
1.51;2.77;199%;0.23;0
1.50;2.75;198%;0.23;0
1.50;2.79;197%;0.17;0
1.50;2.73;197%;0.23;0
1.50;2.76;198%;0.22;0
1.51;2.70;194%;0.23;0
1.50;2.77;198%;0.20;0
1.49;2.70;197%;0.23;0
1.49;2.72;197%;0.22;0
1.51;2.78;199%;0.22;0
1.49;2.69;195%;0.24;0
1.51;2.70;195%;0.25;0
1.52;2.79;199%;0.24;0
1.50;2.79;198%;0.20;0
1.50;2.80;201%;0.22;0
1.49;2.73;197%;0.22;0
1.51;2.80;200%;0.22;0
1.51;2.83;198%;0.18;0
1.49;2.69;196%;0.24;0
1.51;2.71;196%;0.25;0
1.52;2.74;193%;0.20;0
1.49;2.79;199%;0.18;0
1.50;2.68;195%;0.25;0
1.49;2.69;199%;0.28;0
1.51;2.78;199%;0.23;0
1.50;2.76;197%;0.21;0
1.50;2.75;198%;0.23;0
1.50;2.73;198%;0.25;0
1.52;2.77;196%;0.21;0
1.51;2.80;198%;0.20;0
1.50;2.73;199%;0.26;0
1.49;2.74;197%;0.20;0
1.50;2.78;198%;0.20;0
1.50;2.70;196%;0.24;0
1.51;2.72;194%;0.22;0
1.50;2.73;199%;0.27;0
1.49;2.73;197%;0.20;0
1.50;2.78;198%;0.20;0
1.50;2.77;197%;0.19;0
1.52;2.78;198%;0.22;0
1.51;2.80;199%;0.22;0
1.51;2.77;199%;0.23;0
1.49;2.75;199%;0.24;0
1.51;2.75;197%;0.23;0
1.49;2.70;195%;0.22;0
