Real;User;CPU%;System;Exit
2.18;4.68;226%;0.26;0
2.18;4.72;228%;0.25;0
2.18;4.79;230%;0.25;0
2.19;4.62;223%;0.28;0
2.15;4.64;227%;0.24;0
2.23;4.93;232%;0.26;0
2.16;4.64;224%;0.23;0
2.18;4.81;231%;0.24;0
2.18;4.80;228%;0.19;0
2.15;4.61;225%;0.24;0
2.16;4.67;228%;0.27;0
2.14;4.53;222%;0.23;0
2.16;4.61;226%;0.28;0
2.16;4.49;221%;0.29;0
2.14;4.62;227%;0.24;0
2.13;4.56;223%;0.20;0
2.19;4.77;228%;0.23;0
2.24;4.99;234%;0.28;0
2.20;4.83;231%;0.26;0
2.13;4.52;223%;0.24;0
2.14;4.56;224%;0.24;0
2.19;4.79;231%;0.27;0
2.15;4.61;226%;0.26;0
2.24;4.89;232%;0.30;0
2.16;4.59;226%;0.30;0
2.17;4.67;226%;0.25;0
2.16;4.62;225%;0.24;0
2.17;4.73;229%;0.25;0
2.16;4.67;226%;0.24;0
2.11;4.44;221%;0.23;0
2.18;4.76;229%;0.25;0
2.15;4.58;224%;0.25;0
2.18;4.71;229%;0.29;0
2.23;4.96;233%;0.23;0
2.18;4.79;233%;0.29;0
2.20;4.89;233%;0.24;0
2.25;4.99;233%;0.26;0
2.21;4.83;230%;0.27;0
2.19;4.76;228%;0.25;0
2.23;4.78;229%;0.35;0
2.12;4.45;222%;0.26;0
2.15;4.55;224%;0.27;0
2.14;4.48;223%;0.31;0
2.12;4.53;224%;0.24;0
2.15;4.62;225%;0.24;0
2.16;4.57;225%;0.30;0
2.16;4.65;228%;0.28;0
2.14;4.56;224%;0.25;0
2.14;4.54;226%;0.29;0
2.15;4.70;229%;0.23;0
2.16;4.56;224%;0.30;0
2.17;4.70;227%;0.24;0
2.13;4.51;221%;0.20;0
2.12;4.51;222%;0.23;0
2.19;4.69;227%;0.30;0
2.16;4.66;226%;0.22;0
2.17;4.63;223%;0.23;0
2.14;4.53;223%;0.25;0
2.18;4.76;228%;0.21;0
2.15;4.73;232%;0.27;0
2.14;4.68;230%;0.25;0
2.16;4.61;225%;0.27;0
2.15;4.51;225%;0.32;0
2.15;4.56;221%;0.21;0
2.17;4.71;227%;0.23;0
2.15;4.59;224%;0.25;0
2.16;4.69;227%;0.23;0
2.16;4.70;229%;0.27;0
2.18;4.75;230%;0.28;0
2.14;4.63;228%;0.25;0
2.13;4.45;223%;0.31;0
2.12;4.48;223%;0.26;0
2.18;4.73;229%;0.26;0
2.14;4.51;225%;0.31;0
2.19;4.75;229%;0.27;0
2.18;4.67;226%;0.26;0
2.18;4.76;229%;0.25;0
2.15;4.69;227%;0.20;0
2.16;4.66;226%;0.23;0
2.17;4.73;229%;0.26;0
2.17;4.73;229%;0.23;0
2.15;4.61;227%;0.30;0
2.17;4.63;226%;0.28;0
2.14;4.46;221%;0.29;0
2.21;4.88;231%;0.22;0
2.17;4.64;229%;0.35;0
2.15;4.59;227%;0.30;0
2.20;4.84;230%;0.24;0
2.13;4.51;223%;0.24;0
2.19;4.70;226%;0.24;0
2.16;4.60;225%;0.26;0
2.18;4.69;227%;0.27;0
2.22;4.84;230%;0.28;0
2.14;4.56;222%;0.22;0
2.16;4.64;225%;0.24;0
2.21;4.91;233%;0.26;0
2.16;4.59;223%;0.23;0
2.16;4.65;227%;0.25;0
2.19;4.72;227%;0.25;0
2.13;4.50;222%;0.24;0
