5.63;8.50;156%;0.33;0
5.45;8.46;160%;0.28;0
5.53;8.55;159%;0.27;0
6.18;9.33;154%;0.23;0
5.99;9.05;156%;0.31;0
6.04;9.05;154%;0.28;0
5.72;8.86;159%;0.26;0
6.05;9.10;154%;0.27;0
5.52;8.49;159%;0.33;0
5.55;8.59;159%;0.25;0
5.55;8.62;160%;0.29;0
5.45;8.32;158%;0.29;0
5.56;8.72;161%;0.28;0
6.08;9.12;155%;0.31;0
6.11;9.34;157%;0.30;0
6.07;9.18;156%;0.30;0
5.54;8.62;160%;0.27;0
6.08;9.31;158%;0.31;0
5.44;8.39;159%;0.27;0
6.13;9.25;155%;0.30;0
6.09;9.10;154%;0.29;0
6.07;9.38;158%;0.24;0
5.68;8.71;158%;0.29;0
6.04;9.03;153%;0.25;0
6.10;9.09;153%;0.27;0
6.06;9.09;154%;0.25;0
5.49;8.42;158%;0.26;0
5.53;8.53;158%;0.26;0
5.67;8.65;156%;0.25;0
6.14;9.07;152%;0.30;0
5.49;8.51;159%;0.24;0
6.04;9.08;154%;0.23;0
5.45;8.38;157%;0.21;0
5.50;8.45;158%;0.28;0
5.49;8.48;159%;0.27;0
6.10;9.45;159%;0.26;0
5.55;8.60;160%;0.30;0
5.55;8.74;161%;0.23;0
6.12;9.00;150%;0.22;0
5.72;8.65;155%;0.23;0
6.17;9.25;154%;0.27;0
5.48;8.39;159%;0.34;0
5.45;8.37;158%;0.27;0
5.52;8.51;158%;0.22;0
5.51;8.55;160%;0.25;0
5.50;8.50;158%;0.23;0
5.71;8.69;157%;0.29;0
6.08;9.06;153%;0.27;0
5.53;8.52;159%;0.28;0
6.04;9.15;155%;0.26;0
5.54;8.62;161%;0.30;0
6.08;9.04;152%;0.21;0
5.49;8.49;159%;0.28;0
5.52;8.39;157%;0.29;0
5.54;8.70;162%;0.29;0
5.43;8.33;159%;0.30;0
5.47;8.44;159%;0.26;0
6.09;9.14;155%;0.31;0
5.55;8.65;161%;0.31;0
5.76;8.79;157%;0.29;0
5.63;8.81;162%;0.32;0
5.51;8.57;161%;0.32;0
5.74;8.73;157%;0.31;0
5.74;8.77;157%;0.28;0
5.51;8.47;159%;0.30;0
5.65;8.58;156%;0.27;0
5.45;8.49;160%;0.24;0
6.16;9.37;156%;0.27;0
5.69;8.57;155%;0.30;0
5.55;8.60;160%;0.30;0
5.66;8.68;158%;0.28;0
6.06;9.27;157%;0.28;0
5.51;8.55;160%;0.29;0
6.05;9.03;154%;0.32;0
5.49;8.60;160%;0.22;0
6.08;9.24;156%;0.28;0
5.44;8.37;159%;0.29;0
5.54;8.68;161%;0.27;0
5.44;8.39;158%;0.24;0
5.69;8.69;157%;0.28;0
6.31;9.21;150%;0.27;0
5.49;8.45;158%;0.24;0
5.53;8.58;160%;0.30;0
6.05;9.11;155%;0.28;0
5.69;8.73;158%;0.29;0
5.50;8.38;158%;0.32;0
5.53;8.57;159%;0.26;0
5.52;8.58;160%;0.30;0
5.57;8.80;162%;0.27;0
6.11;9.07;153%;0.31;0
5.54;8.60;161%;0.33;0
5.57;8.46;158%;0.35;0
6.14;9.17;153%;0.28;0
5.54;8.59;161%;0.35;0
6.07;9.23;157%;0.32;0
6.04;9.16;156%;0.28;0
6.07;9.15;155%;0.29;0
5.53;8.54;158%;0.25;0
6.13;9.15;153%;0.26;0
5.53;8.54;160%;0.32;0
