Real;User;CPU%;System;Exit
108.65;151.30;142%;3.72;0
25.84;36.05;142%;0.80;0
222.84;336.96;153%;4.79;0
43.85;58.27;135%;1.30;0
63.25;86.15;138%;1.67;0
88.99;124.36;143%;2.97;0
207.23;306.97;150%;4.30;0
34.91;46.65;136%;1.17;0
216.59;321.20;150%;3.82;42
62.32;84.91;139%;2.18;0
42.96;56.34;134%;1.44;0
9.99;15.59;159%;0.37;0
10.50;16.64;161%;0.35;0
34.86;47.72;140%;1.12;0
53.07;71.09;137%;1.63;0
51.75;67.14;132%;1.52;0
18.59;25.69;141%;0.63;0
98.98;141.72;146%;3.32;0
9.80;15.52;163%;0.52;0
69.07;93.17;139%;3.07;0
102.25;147.96;147%;3.31;0
77.54;105.47;138%;2.29;0
128.69;185.81;146%;3.11;0
173.75;249.40;145%;3.63;0
34.85;47.00;137%;1.07;0
18.60;28.70;157%;0.66;0
18.95;28.50;153%;0.63;0
135.59;185.93;139%;3.19;0
83.07;109.94;136%;3.53;0
156.63;220.02;142%;3.10;0
61.85;84.93;140%;1.94;0
51.61;66.80;133%;2.26;0
88.64;116.35;134%;2.68;0
221.30;347.19;159%;4.70;42
9.98;15.59;160%;0.44;0
61.81;82.67;137%;2.01;0
54.19;75.54;142%;1.62;0
135.68;189.40;142%;3.94;0
258.49;357.16;139%;3.74;0
43.19;56.16;133%;1.42;0
10.10;16.21;165%;0.46;0
9.80;15.42;160%;0.27;0
69.76;93.44;137%;2.24;0
10.04;15.52;159%;0.47;0
81.57;111.64;141%;3.62;0
45.91;64.20;142%;1.38;0
199.72;295.07;150%;4.90;0
50.72;65.11;132%;2.07;0
230.64;336.96;147%;4.10;42
72.22;98.30;139%;2.59;0
9.89;15.48;161%;0.46;0
223.36;346.01;156%;4.18;42
89.71;127.94;146%;3.20;0
210.46;319.02;153%;4.48;0
43.84;58.63;136%;1.40;0
27.45;38.13;141%;0.78;0
80.04;107.67;137%;2.34;0
26.78;36.99;141%;0.83;0
69.83;92.61;135%;2.34;0
176.05;254.38;146%;3.72;0
235.49;349.58;150%;4.57;42
70.34;96.19;140%;2.33;0
79.89;113.72;144%;2.05;0
69.36;92.95;137%;2.28;0
70.59;97.23;140%;2.27;0
231.05;349.28;153%;4.69;0
91.50;124.69;139%;3.24;0
27.25;38.29;143%;0.87;0
10.20;15.92;160%;0.44;0
106.09;147.67;142%;3.11;0
19.07;29.52;158%;0.65;0
150.33;208.18;141%;4.45;0
60.59;82.86;140%;2.07;0
34.63;46.92;138%;1.11;0
10.10;15.80;161%;0.50;0
26.98;37.14;141%;0.93;0
36.04;48.04;136%;0.98;0
71.89;96.72;137%;2.02;0
28.40;39.12;141%;1.00;0
35.67;48.68;139%;0.99;0
9.75;15.45;162%;0.43;0
70.45;94.50;136%;1.58;0
136.00;195.21;146%;4.18;0
183.92;260.10;143%;4.06;0
27.69;38.41;141%;0.75;0
100.39;142.41;145%;3.44;0
28.66;39.24;139%;0.83;0
220.33;320.25;147%;3.94;0
47.05;62.70;137%;2.06;0
61.47;84.97;141%;1.78;0
35.36;48.07;140%;1.51;0
10.10;15.99;162%;0.40;0
43.12;55.99;133%;1.55;0
18.07;25.03;142%;0.80;0
45.48;64.19;144%;1.31;0
26.81;36.96;141%;0.87;0
97.67;134.96;141%;3.48;0
10.12;16.23;164%;0.39;0
90.06;129.22;147%;3.20;0
152.06;215.58;144%;4.34;0
