Real;User;CPU%;System;Exit
2.23;4.50;206%;0.10;0
2.45;4.71;194%;0.06;0
2.44;4.46;186%;0.09;0
2.18;4.50;212%;0.11;0
2.33;4.59;201%;0.09;0
1.94;4.50;236%;0.09;0
1.93;4.45;237%;0.13;0
1.98;4.67;239%;0.08;0
1.92;4.49;237%;0.07;0
1.93;4.42;232%;0.06;0
1.93;4.45;237%;0.15;0
1.95;4.54;237%;0.08;0
1.97;4.58;239%;0.13;0
1.98;4.51;234%;0.14;0
1.94;4.51;235%;0.06;0
1.97;4.57;238%;0.13;0
1.93;4.37;232%;0.14;0
1.93;4.44;238%;0.15;0
1.96;4.56;239%;0.13;0
1.94;4.52;237%;0.08;0
1.94;4.48;237%;0.12;0
1.93;4.48;239%;0.15;0
1.95;4.59;240%;0.09;0
1.94;4.51;237%;0.09;0
1.94;4.51;237%;0.11;0
1.95;4.45;235%;0.13;0
1.98;4.54;236%;0.16;0
1.94;4.51;236%;0.09;0
1.96;4.49;235%;0.12;0
1.90;4.43;237%;0.09;0
1.96;4.58;238%;0.10;0
1.94;4.40;233%;0.12;0
1.92;4.38;234%;0.13;0
1.95;4.52;238%;0.15;0
1.92;4.44;236%;0.10;0
1.94;4.53;238%;0.11;0
1.93;4.46;235%;0.08;0
1.94;4.45;235%;0.12;0
1.96;4.62;240%;0.10;0
1.95;4.57;239%;0.11;0
1.93;4.43;234%;0.10;0
1.95;4.50;235%;0.09;0
1.93;4.43;235%;0.11;0
1.94;4.53;239%;0.12;0
1.97;4.64;240%;0.11;0
1.92;4.43;236%;0.10;0
1.92;4.49;237%;0.05;0
1.87;4.26;234%;0.14;0
1.97;4.59;236%;0.08;0
1.94;4.60;241%;0.10;0
1.95;4.54;238%;0.12;0
1.94;4.51;239%;0.13;0
1.96;4.55;237%;0.11;0
1.96;4.55;238%;0.11;0
1.94;4.55;239%;0.10;0
1.91;4.48;240%;0.13;0
1.96;4.58;238%;0.09;0
1.94;4.42;233%;0.12;0
1.93;4.53;240%;0.11;0
1.95;4.62;241%;0.10;0
1.97;4.51;234%;0.09;0
1.93;4.51;238%;0.11;0
1.96;4.52;235%;0.09;0
1.94;4.47;236%;0.11;0
1.93;4.50;238%;0.10;0
1.98;4.67;240%;0.09;0
1.96;4.59;240%;0.12;0
1.96;4.54;238%;0.14;0
1.99;4.70;241%;0.10;0
1.96;4.51;236%;0.11;0
1.93;4.45;236%;0.12;0
1.94;4.48;237%;0.13;0
1.95;4.58;239%;0.09;0
1.99;4.61;236%;0.11;0
1.97;4.51;236%;0.13;0
1.93;4.45;236%;0.12;0
1.94;4.46;235%;0.12;0
1.94;4.57;240%;0.10;0
1.93;4.39;236%;0.17;0
1.97;4.50;233%;0.10;0
1.97;4.72;243%;0.08;0
1.93;4.45;236%;0.12;0
1.93;4.40;234%;0.13;0
1.96;4.53;236%;0.10;0
1.91;4.36;232%;0.08;0
1.95;4.51;236%;0.10;0
1.94;4.52;238%;0.11;0
1.94;4.51;236%;0.10;0
1.96;4.55;237%;0.10;0
1.93;4.50;239%;0.13;0
1.93;4.60;243%;0.10;0
1.98;4.61;239%;0.14;0
1.94;4.48;236%;0.10;0
1.92;4.49;239%;0.10;0
1.95;4.43;233%;0.13;0
1.90;4.40;239%;0.16;0
1.97;4.55;236%;0.11;0
1.93;4.43;235%;0.12;0
1.98;4.62;239%;0.14;0
1.92;4.38;234%;0.12;0
