Real;User;CPU%;System;Exit
14.85;24.89;172%;0.67;0
20.88;32.33;158%;0.78;0
21.47;32.70;156%;0.90;0
9.27;15.92;175%;0.37;0
25.17;36.64;149%;1.07;0
7.17;13.85;198%;0.37;0
26.11;39.17;154%;1.05;0
32.19;49.65;157%;1.15;0
40.05;58.51;149%;1.47;0
6.96;12.86;190%;0.37;0
17.30;28.00;165%;0.63;0
4.14;8.24;202%;0.17;0
7.14;13.35;192%;0.39;0
13.47;20.37;155%;0.53;0
36.37;53.70;151%;1.38;0
4.16;7.94;197%;0.28;0
11.56;18.42;162%;0.33;0
3.96;7.96;206%;0.21;0
52.08;82.36;161%;1.77;42
12.66;23.31;187%;0.46;0
19.13;30.29;161%;0.63;0
52.93;78.89;152%;1.57;42
11.70;19.25;169%;0.54;0
16.83;27.57;167%;0.62;0
11.62;18.57;162%;0.37;0
11.28;18.65;168%;0.36;0
19.38;32.59;171%;0.65;0
16.73;27.81;169%;0.48;0
9.34;15.93;174%;0.34;0
9.14;15.77;176%;0.39;0
9.16;15.56;173%;0.38;0
3.96;8.05;209%;0.26;0
9.21;15.82;175%;0.33;0
29.83;46.71;160%;1.05;0
4.03;7.72;194%;0.13;0
19.01;29.37;158%;0.80;0
9.23;15.25;170%;0.47;0
4.09;7.62;192%;0.25;0
14.53;25.70;181%;0.60;0
11.38;17.98;161%;0.45;0
7.19;13.49;192%;0.35;0
34.28;53.04;158%;1.29;0
25.77;37.50;149%;0.92;0
11.45;18.57;166%;0.51;0
13.59;20.93;159%;0.72;0
11.44;18.41;164%;0.42;0
4.08;7.70;194%;0.24;0
11.43;18.47;166%;0.51;0
9.27;15.64;172%;0.33;0
42.84;61.82;147%;1.37;0
4.03;7.61;194%;0.25;0
7.08;13.19;190%;0.34;0
11.69;18.79;165%;0.49;0
11.20;18.90;173%;0.58;0
4.23;8.51;204%;0.16;0
23.27;35.26;156%;1.04;0
27.50;44.08;163%;0.83;0
7.22;13.78;195%;0.35;0
19.04;30.52;163%;0.70;0
11.49;18.20;162%;0.46;0
7.02;13.18;191%;0.29;0
21.07;32.62;158%;0.76;0
4.06;7.66;194%;0.27;0
7.23;13.86;196%;0.36;0
15.10;26.14;176%;0.51;0
7.10;13.33;192%;0.36;0
4.08;7.77;194%;0.16;0
9.31;15.91;176%;0.49;0
25.72;37.54;149%;1.01;0
16.85;27.39;166%;0.61;0
7.07;13.41;196%;0.46;0
21.76;34.11;160%;0.88;0
25.59;37.43;149%;0.92;0
25.99;38.32;150%;0.84;0
4.10;7.71;192%;0.20;0
13.44;20.69;158%;0.65;0
16.97;27.22;164%;0.66;0
11.32;17.95;162%;0.48;0
7.05;13.34;194%;0.38;0
11.64;19.11;169%;0.60;0
17.15;27.94;166%;0.62;0
16.97;27.83;167%;0.57;0
21.93;33.82;158%;1.03;0
11.58;18.47;164%;0.57;0
14.84;25.82;177%;0.49;0
16.09;27.23;172%;0.57;0
9.30;16.30;179%;0.40;0
9.31;15.57;172%;0.47;0
31.22;48.90;160%;1.08;0
4.11;7.98;199%;0.20;0
19.63;31.71;165%;0.69;0
20.14;30.54;155%;0.70;0
4.20;8.14;198%;0.20;0
41.41;61.99;152%;1.33;0
52.16;79.17;154%;1.59;42
29.47;46.10;160%;1.08;0
9.33;16.13;177%;0.44;0
16.98;27.81;167%;0.69;0
23.39;35.07;154%;1.06;0
7.10;13.45;194%;0.38;0
