Real;User;CPU%;System;Exit
2291.90;7312.14;319%;11.66;127
2339.04;7503.49;321%;12.52;127
3542.03;12142.29;343%;15.14;127
6160.54;22432.70;364%;21.33;127
2100.15;6476.13;308%;9.75;127
1990.53;6056.13;304%;11.83;127
3684.40;12710.35;345%;14.72;127
2754.43;9116.82;331%;12.92;127
19857.41;75865.82;382%;50.19;127
2295.79;7377.40;321%;12.65;127
2076.62;6448.78;311%;10.83;127
2394.42;7732.04;323%;12.92;127
3536.49;12192.19;345%;14.86;127
1910.33;5739.90;301%;10.23;127
2759.22;9148.40;332%;13.74;127
2307.08;7256.75;315%;12.45;127
