Real;User;CPU%;System;Exit
461.06;529.87;115%;2.42;0
465.42;529.16;114%;2.73;0
454.02;519.92;115%;2.83;0
474.79;545.27;115%;2.87;0
467.55;533.86;114%;2.49;0
428.44;512.34;120%;4.02;0
460.93;525.06;114%;2.21;0
461.53;525.77;114%;2.57;0
468.69;537.73;115%;2.48;0
470.02;533.71;114%;2.71;0
463.51;531.58;115%;2.49;0
443.96;526.14;119%;3.75;0
455.84;519.12;114%;2.31;0
457.47;521.29;114%;2.56;0
420.85;487.78;116%;3.01;0
438.39;521.01;119%;3.53;0
460.52;526.45;114%;2.81;0
459.98;523.24;114%;2.31;0
431.84;509.11;118%;3.86;0
420.47;484.64;115%;2.42;0
468.56;533.85;114%;3.16;0
485.40;568.56;117%;3.46;0
465.82;539.46;116%;2.59;0
474.34;537.35;113%;2.53;0
436.81;500.00;115%;2.96;0
475.31;548.80;116%;3.01;0
453.94;539.54;119%;2.84;0
494.70;563.95;114%;3.15;0
471.88;535.57;114%;2.90;0
457.89;521.47;114%;2.70;0
467.60;532.04;114%;2.53;0
471.19;544.85;116%;2.63;0
475.87;543.60;114%;3.30;0
433.25;494.85;114%;2.63;0
454.77;519.85;114%;2.73;0
461.80;527.42;114%;3.03;0
443.64;506.70;114%;2.84;0
449.77;535.15;119%;3.49;0
447.48;518.11;116%;2.82;0
469.35;534.11;114%;2.70;0
442.93;510.19;115%;3.00;0
429.15;510.30;119%;3.80;0
458.68;524.45;114%;2.65;0
470.47;536.64;114%;3.00;0
464.30;535.68;115%;2.83;0
469.74;538.70;115%;2.69;0
461.41;542.74;118%;3.36;0
453.64;529.82;117%;2.61;0
457.00;520.45;114%;2.60;0
469.14;532.96;114%;2.77;0
457.19;526.97;115%;2.88;0
459.51;522.75;114%;2.54;0
455.65;517.84;114%;2.63;0
484.99;549.74;113%;2.41;0
435.56;512.75;118%;2.78;0
463.71;540.51;117%;3.72;0
461.30;523.77;114%;2.59;0
465.40;533.32;115%;2.33;0
463.75;529.66;114%;2.73;0
432.23;514.87;119%;3.61;0
434.36;506.37;117%;3.53;0
478.46;543.12;114%;2.76;0
426.39;490.48;115%;3.11;0
466.48;527.39;113%;2.63;0
474.67;544.49;115%;2.70;0
449.77;528.36;118%;2.60;0
468.00;530.88;114%;3.06;0
440.06;501.69;114%;3.25;0
457.25;520.72;114%;2.92;0
437.71;513.34;118%;3.46;0
460.61;527.47;115%;2.72;0
449.71;515.06;115%;3.03;0
465.65;531.51;114%;3.07;0
454.33;530.97;117%;3.06;0
436.46;501.31;115%;2.66;0
465.60;530.89;114%;3.11;0
441.83;505.39;114%;2.65;0
429.70;491.15;114%;2.61;0
437.77;513.71;118%;3.15;0
429.49;511.70;119%;3.57;0
485.49;551.45;114%;2.76;0
475.05;543.73;115%;3.31;0
465.69;529.64;114%;3.38;0
458.74;527.61;115%;2.71;0
458.63;523.84;114%;2.61;0
474.08;541.78;115%;3.42;0
496.88;561.29;113%;2.90;0
445.60;515.24;116%;3.38;0
428.83;492.09;115%;2.83;0
473.42;541.59;114%;2.43;0
464.14;531.89;115%;2.46;0
457.26;521.29;114%;3.10;0
462.42;529.66;115%;2.75;0
432.78;514.32;119%;3.75;0
437.65;517.55;119%;3.67;0
470.41;530.87;113%;2.71;0
432.04;506.46;117%;3.29;0
464.11;543.49;117%;3.19;0
459.60;527.99;115%;2.63;0
455.66;522.55;115%;2.43;0
