Real;User;CPU%;System;Exit
23.74;30.37;131%;0.74;0
25.28;32.42;130%;0.58;0
24.14;31.19;131%;0.64;0
25.85;34.09;134%;0.58;0
25.54;31.65;125%;0.51;0
22.12;29.71;138%;0.97;0
24.10;34.52;146%;0.80;0
22.53;29.83;137%;1.07;0
23.19;30.54;136%;1.19;0
22.95;30.29;136%;0.92;0
22.35;29.91;138%;1.00;0
21.99;29.22;136%;0.86;0
22.29;29.82;138%;1.12;0
23.55;33.10;144%;0.93;0
22.59;29.88;136%;1.02;0
22.86;32.18;143%;0.60;0
23.84;34.30;146%;0.61;0
22.54;30.34;139%;1.05;0
22.36;29.74;137%;0.97;0
22.24;30.16;140%;0.97;0
23.98;35.05;148%;0.58;0
22.71;30.17;137%;1.11;0
22.98;30.78;138%;1.06;0
22.26;29.81;137%;0.80;0
23.49;33.26;144%;0.62;0
23.93;34.19;145%;0.64;0
22.46;30.23;138%;0.93;0
22.41;30.05;138%;1.07;0
23.20;33.51;147%;0.63;0
22.07;29.89;139%;0.96;0
23.27;30.68;136%;1.16;0
22.48;30.12;139%;1.16;0
22.50;30.07;138%;1.05;0
22.66;30.28;138%;1.08;0
23.06;30.90;137%;0.89;0
22.65;30.30;138%;1.05;0
23.47;34.25;148%;0.64;0
23.33;31.10;137%;1.00;0
22.44;30.09;138%;1.09;0
23.73;34.70;148%;0.60;0
23.11;33.04;147%;0.93;0
22.73;30.38;138%;1.02;0
23.96;34.61;147%;0.63;0
23.84;34.49;147%;0.58;0
23.71;34.69;149%;0.69;0
23.03;30.75;138%;1.17;0
22.12;30.02;139%;0.89;0
23.81;34.61;147%;0.57;0
23.51;33.23;144%;0.65;0
22.75;30.60;139%;1.17;0
23.18;32.09;143%;1.07;0
22.35;29.94;139%;1.20;0
23.37;31.01;137%;1.15;0
22.75;30.16;136%;0.90;0
23.47;32.75;142%;0.61;0
22.65;30.59;139%;0.96;0
23.82;33.69;144%;0.66;0
23.55;33.53;144%;0.53;0
22.70;30.01;137%;1.09;0
22.34;29.81;137%;0.86;0
23.01;32.87;145%;0.63;0
22.50;30.37;139%;0.92;0
23.51;31.07;136%;1.05;0
22.02;29.37;138%;1.07;0
22.67;30.07;136%;0.88;0
22.00;29.42;138%;0.99;0
22.75;30.48;138%;1.03;0
23.49;33.36;144%;0.62;0
22.39;29.75;137%;0.99;0
23.16;30.69;137%;1.15;0
22.77;30.78;139%;0.93;0
22.38;30.27;139%;0.95;0
22.34;29.99;139%;1.10;0
22.90;30.52;137%;1.06;0
22.56;30.31;138%;0.99;0
22.30;29.70;137%;1.04;0
23.19;30.52;135%;0.89;0
22.69;30.10;136%;0.87;0
22.60;30.22;138%;0.98;0
22.45;29.95;138%;1.08;0
22.86;30.23;136%;0.90;0
23.43;33.68;146%;0.65;0
22.33;29.90;138%;1.10;0
22.38;30.14;138%;0.95;0
23.10;31.04;138%;0.90;0
24.06;34.76;146%;0.53;0
23.52;31.05;136%;1.13;0
23.48;33.12;143%;0.57;0
22.23;30.04;139%;0.93;0
23.88;31.38;136%;1.20;0
21.84;29.06;137%;0.87;0
22.22;29.61;137%;0.87;0
22.68;30.14;137%;1.01;0
23.95;34.41;146%;0.68;0
23.78;34.50;148%;0.73;0
23.89;33.75;144%;0.66;0
22.83;31.53;142%;1.06;0
23.96;34.22;145%;0.65;0
23.83;34.81;148%;0.70;0
22.75;30.48;138%;1.06;0
