Real;User;CPU%;System;Exit
2.41;4.26;188%;0.28;0
2.42;4.37;190%;0.22;0
2.44;4.33;185%;0.22;0
2.44;4.44;190%;0.21;0
2.41;4.31;188%;0.23;0
2.34;4.41;199%;0.26;0
2.29;4.19;195%;0.30;0
2.30;4.30;197%;0.25;0
2.29;4.33;198%;0.21;0
2.32;4.38;199%;0.25;0
2.29;4.32;198%;0.24;0
2.30;4.28;196%;0.23;0
2.30;4.38;198%;0.19;0
2.32;4.40;198%;0.20;0
2.31;4.39;198%;0.20;0
2.28;4.28;198%;0.24;0
2.32;4.35;198%;0.24;0
2.29;4.37;198%;0.18;0
2.32;4.41;199%;0.20;0
2.31;4.30;198%;0.28;0
2.30;4.30;197%;0.24;0
2.33;4.37;197%;0.23;0
2.30;4.26;195%;0.23;0
2.30;4.23;195%;0.26;0
2.32;4.37;198%;0.23;0
2.33;4.33;197%;0.27;0
2.30;4.36;199%;0.23;0
2.30;4.35;198%;0.23;0
2.28;4.23;196%;0.25;0
2.29;4.28;197%;0.24;0
2.32;4.38;197%;0.20;0
2.30;4.33;198%;0.24;0
2.28;4.27;199%;0.28;0
2.27;4.30;197%;0.20;0
2.32;4.34;199%;0.28;0
2.30;4.31;198%;0.25;0
2.30;4.36;199%;0.24;0
2.32;4.40;200%;0.24;0
2.28;4.26;196%;0.22;0
2.30;4.34;198%;0.23;0
2.31;4.30;196%;0.24;0
2.30;4.40;199%;0.19;0
2.28;4.26;196%;0.23;0
2.28;4.26;197%;0.24;0
2.30;4.33;197%;0.22;0
2.29;4.30;198%;0.25;0
2.30;4.35;198%;0.22;0
2.30;4.38;199%;0.21;0
2.30;4.30;196%;0.21;0
2.30;4.41;201%;0.24;0
2.29;4.30;198%;0.24;0
2.30;4.35;199%;0.24;0
2.32;4.31;197%;0.26;0
2.28;4.37;198%;0.16;0
2.30;4.42;199%;0.18;0
2.33;4.40;200%;0.26;0
2.31;4.33;198%;0.24;0
2.30;4.29;197%;0.26;0
2.31;4.30;195%;0.22;0
2.29;4.27;197%;0.24;0
2.31;4.32;197%;0.23;0
2.33;4.43;199%;0.21;0
2.29;4.24;196%;0.25;0
2.31;4.31;197%;0.26;0
2.33;4.44;199%;0.22;0
2.27;4.32;199%;0.21;0
2.31;4.44;200%;0.21;0
2.28;4.31;197%;0.21;0
2.34;4.33;195%;0.24;0
2.31;4.40;199%;0.19;0
2.32;4.31;197%;0.28;0
2.31;4.35;197%;0.23;0
2.32;4.38;197%;0.19;0
2.31;4.39;200%;0.23;0
2.28;4.30;197%;0.21;0
2.29;4.23;196%;0.28;0
2.33;4.37;199%;0.26;0
2.29;4.30;197%;0.23;0
2.33;4.37;197%;0.23;0
2.30;4.31;198%;0.26;0
2.31;4.36;198%;0.21;0
2.34;4.43;198%;0.22;0
2.29;4.22;197%;0.32;0
2.29;4.27;198%;0.29;0
2.30;4.39;198%;0.18;0
2.31;4.46;200%;0.15;0
2.29;4.28;196%;0.23;0
2.30;4.34;196%;0.19;0
2.31;4.35;198%;0.24;0
2.29;4.34;198%;0.22;0
2.30;4.33;197%;0.21;0
2.31;4.35;197%;0.21;0
2.29;4.29;197%;0.22;0
2.28;4.33;198%;0.20;0
2.29;4.29;197%;0.24;0
2.29;4.36;198%;0.19;0
2.33;4.42;198%;0.20;0
2.31;4.40;198%;0.19;0
2.31;4.38;199%;0.23;0
2.32;4.37;196%;0.19;0
2.29;4.35;198%;0.21;0
2.31;4.33;198%;0.24;0
2.29;4.27;197%;0.25;0
2.29;4.28;198%;0.25;0
2.32;4.39;199%;0.23;0
