Real;User;CPU%;System;Exit
7.05;9.76;142%;0.27;0
7.05;9.82;142%;0.25;0
6.35;8.92;145%;0.30;0
7.11;9.75;140%;0.26;0
7.11;9.84;142%;0.27;0
7.14;10.03;143%;0.22;0
6.37;8.95;144%;0.24;0
6.10;8.67;146%;0.23;0
6.03;8.55;146%;0.29;0
7.05;9.67;141%;0.28;0
7.14;9.80;141%;0.32;0
7.10;9.85;142%;0.27;0
6.02;8.46;145%;0.30;0
5.95;8.51;146%;0.23;0
7.04;9.61;140%;0.26;0
7.02;9.60;140%;0.25;0
7.16;9.82;139%;0.18;0
6.08;8.79;148%;0.20;0
7.06;9.64;140%;0.29;0
7.18;9.99;143%;0.28;0
6.02;8.78;150%;0.26;0
6.45;9.18;145%;0.22;0
7.05;9.67;140%;0.26;0
7.13;9.95;142%;0.23;0
7.03;9.63;141%;0.30;0
6.38;9.10;145%;0.18;0
7.04;9.69;141%;0.27;0
5.92;8.55;148%;0.22;0
6.11;8.74;148%;0.32;0
5.95;8.51;147%;0.27;0
6.04;8.75;149%;0.25;0
6.40;8.96;143%;0.23;0
7.02;9.68;140%;0.17;0
6.00;8.55;146%;0.23;0
5.95;8.54;148%;0.26;0
6.16;8.89;148%;0.24;0
7.10;9.75;140%;0.23;0
6.42;8.96;145%;0.39;0
6.39;8.87;141%;0.20;0
5.92;8.50;147%;0.22;0
6.03;8.65;147%;0.23;0
6.10;8.81;149%;0.31;0
7.11;9.65;139%;0.28;0
5.99;8.65;147%;0.19;0
5.98;8.48;147%;0.34;0
6.04;8.49;145%;0.28;0
5.98;8.61;147%;0.23;0
6.11;8.70;146%;0.24;0
6.06;8.71;147%;0.24;0
5.99;8.56;147%;0.28;0
7.16;9.89;141%;0.24;0
7.11;9.88;141%;0.17;0
5.98;8.71;148%;0.20;0
7.14;9.83;141%;0.29;0
6.39;9.08;145%;0.22;0
7.05;9.58;139%;0.26;0
6.05;8.69;148%;0.27;0
7.04;9.55;139%;0.24;0
7.11;9.79;140%;0.19;0
7.06;9.67;140%;0.27;0
6.12;8.86;148%;0.22;0
7.05;9.59;139%;0.25;0
6.93;9.50;140%;0.22;0
6.35;9.09;147%;0.28;0
6.39;9.01;145%;0.26;0
6.03;8.61;147%;0.26;0
6.08;8.77;148%;0.23;0
5.99;8.59;148%;0.27;0
7.01;9.47;139%;0.29;0
6.02;8.59;148%;0.32;0
6.01;8.71;149%;0.25;0
7.01;9.60;141%;0.29;0
6.07;8.70;147%;0.27;0
7.13;9.77;140%;0.25;0
6.08;8.73;147%;0.26;0
5.96;8.50;146%;0.26;0
6.15;8.80;147%;0.25;0
6.09;8.69;147%;0.30;0
5.96;8.62;147%;0.19;0
6.09;8.68;145%;0.22;0
7.14;9.83;141%;0.26;0
7.03;9.65;141%;0.27;0
6.03;8.65;147%;0.25;0
6.00;8.63;147%;0.23;0
7.06;9.80;143%;0.30;0
7.12;9.59;138%;0.29;0
7.10;9.71;140%;0.25;0
6.04;8.58;146%;0.27;0
7.04;9.52;139%;0.30;0
6.02;8.64;147%;0.23;0
7.05;9.70;141%;0.26;0
6.00;8.51;147%;0.31;0
6.40;8.84;142%;0.26;0
6.03;8.49;145%;0.27;0
5.95;8.53;148%;0.28;0
6.02;8.64;147%;0.24;0
7.04;9.65;141%;0.27;0
7.09;9.55;139%;0.31;0
7.11;9.75;140%;0.27;0
7.10;9.72;139%;0.21;0
