56.47;85.46;154%;1.84;42
9.62;15.83;169%;0.48;0
55.35;85.08;156%;1.66;42
54.07;78.34;148%;1.68;42
53.80;78.62;150%;2.13;42
53.83;79.30;150%;1.77;42
26.39;40.73;158%;1.07;0
42.80;64.39;153%;1.38;0
54.34;79.52;149%;1.49;42
11.85;18.14;157%;0.54;0
53.77;80.45;153%;1.93;42
54.35;78.59;148%;2.31;42
53.86;79.66;151%;1.78;42
42.73;65.20;155%;1.43;0
7.14;12.65;181%;0.32;0
55.95;84.03;154%;2.18;42
50.43;73.86;149%;1.75;42
55.69;80.21;147%;1.86;42
54.31;76.32;143%;1.67;42
52.54;80.04;155%;1.78;42
50.23;75.46;154%;1.92;42
55.21;80.41;149%;2.14;42
51.37;77.47;154%;1.67;42
55.09;81.48;151%;1.85;42
54.15;79.77;150%;1.65;42
52.45;74.22;144%;1.79;42
54.40;79.49;149%;1.68;42
53.43;78.17;149%;1.79;42
23.30;35.92;157%;0.85;0
33.48;50.64;154%;1.21;0
28.38;45.04;162%;1.03;0
52.73;76.51;148%;1.57;42
54.31;79.83;150%;1.84;42
54.93;80.63;150%;1.91;42
48.35;72.12;152%;1.60;0
53.52;77.75;148%;1.87;42
23.73;38.34;165%;0.93;0
55.25;81.98;152%;2.11;42
51.85;78.87;155%;1.84;0
53.54;75.78;144%;1.50;42
52.29;78.00;151%;1.40;42
54.06;80.94;153%;1.83;42
54.89;79.15;148%;2.19;42
53.75;79.19;150%;1.61;42
58.39;88.50;154%;1.75;42
48.45;67.33;142%;1.60;0
16.33;27.12;170%;0.66;0
50.23;77.25;157%;1.85;42
52.42;75.73;147%;1.50;42
52.36;79.35;155%;1.98;42
49.96;74.39;152%;1.79;0
9.62;16.20;172%;0.36;0
51.24;76.19;152%;2.00;42
56.92;85.50;153%;1.92;42
17.47;26.68;157%;0.75;0
4.80;9.66;206%;0.25;0
53.25;76.03;145%;1.66;42
51.91;78.93;155%;1.69;42
22.25;32.59;149%;0.79;0
38.66;56.17;148%;1.37;0
54.05;79.59;150%;1.93;42
22.21;34.86;160%;0.78;0
52.76;76.62;148%;1.93;42
56.21;84.71;153%;1.79;42
50.41;73.22;148%;1.56;42
52.72;80.59;155%;1.48;42
52.91;76.87;149%;2.29;42
54.81;79.40;148%;1.82;42
54.08;79.01;149%;1.83;42
55.06;80.48;149%;1.99;42
52.28;77.27;151%;1.69;42
51.24;77.82;155%;1.77;42
46.58;69.87;153%;1.60;0
54.76;80.78;151%;2.02;42
27.75;40.69;149%;0.87;0
54.91;78.90;146%;1.53;42
53.94;78.17;148%;1.83;42
54.85;79.83;148%;1.79;42
54.69;79.75;148%;1.42;42
52.98;78.27;150%;1.73;0
53.31;76.16;145%;1.56;42
54.21;79.08;148%;1.51;42
52.01;75.59;149%;2.16;42
54.04;80.19;151%;1.64;42
55.63;82.25;151%;1.94;42
55.22;78.91;146%;1.92;42
54.29;78.30;147%;1.61;42
54.60;79.54;149%;1.97;42
53.66;80.54;153%;1.62;42
50.88;76.42;153%;1.88;42
51.35;75.47;150%;1.87;42
17.05;26.37;158%;0.65;0
12.52;20.55;167%;0.39;0
52.40;77.35;151%;1.94;0
54.68;78.82;147%;1.96;42
54.84;79.73;148%;1.78;42
52.99;71.65;138%;1.86;42
53.66;78.97;150%;1.89;42
20.66;32.36;160%;0.80;0
38.45;59.97;159%;1.31;0
