Real;User;CPU%;System;Exit
1.41;2.34;180%;0.21;0
1.36;2.34;188%;0.21;0
1.34;2.32;184%;0.16;0
1.35;2.23;184%;0.27;0
1.35;2.28;184%;0.21;0
1.35;2.25;184%;0.25;0
1.34;2.26;185%;0.22;0
1.34;2.27;185%;0.21;0
1.34;2.29;186%;0.21;0
1.35;2.30;186%;0.23;0
1.34;2.34;186%;0.17;0
1.37;2.30;185%;0.24;0
1.35;2.32;186%;0.21;0
1.35;2.37;187%;0.15;0
1.36;2.27;185%;0.25;0
1.35;2.27;186%;0.25;0
1.34;2.29;185%;0.20;0
1.35;2.32;185%;0.18;0
1.37;2.32;187%;0.24;0
1.35;2.33;184%;0.17;0
1.35;2.24;185%;0.27;0
1.37;2.37;188%;0.21;0
1.35;2.25;185%;0.26;0
1.35;2.29;185%;0.21;0
1.35;2.31;187%;0.22;0
1.35;2.30;186%;0.21;0
1.35;2.29;185%;0.21;0
1.36;2.32;185%;0.20;0
1.35;2.31;186%;0.21;0
1.37;2.34;187%;0.21;0
1.35;2.33;186%;0.18;0
1.36;2.29;184%;0.22;0
1.36;2.32;186%;0.22;0
1.37;2.32;183%;0.19;0
1.35;2.30;185%;0.21;0
1.36;2.32;185%;0.21;0
1.35;2.30;185%;0.21;0
1.35;2.25;184%;0.24;0
1.35;2.29;187%;0.24;0
1.35;2.32;185%;0.19;0
1.34;2.26;184%;0.22;0
1.35;2.31;185%;0.21;0
1.36;2.35;187%;0.20;0
1.35;2.28;185%;0.22;0
1.36;2.25;184%;0.26;0
1.36;2.37;186%;0.17;0
1.35;2.30;185%;0.20;0
1.34;2.29;185%;0.20;0
1.36;2.32;187%;0.24;0
1.36;2.34;187%;0.20;0
1.36;2.30;185%;0.23;0
1.35;2.27;186%;0.24;0
1.35;2.25;184%;0.24;0
1.36;2.32;186%;0.22;0
1.35;2.32;185%;0.19;0
1.36;2.29;184%;0.22;0
1.35;2.28;185%;0.22;0
1.35;2.28;186%;0.24;0
1.35;2.27;185%;0.24;0
1.36;2.29;185%;0.22;0
1.36;2.34;186%;0.19;0
1.36;2.40;189%;0.18;0
1.35;2.36;187%;0.17;0
1.37;2.30;184%;0.23;0
1.35;2.23;184%;0.25;0
1.36;2.27;186%;0.28;0
1.37;2.31;184%;0.20;0
1.36;2.31;186%;0.22;0
1.35;2.30;188%;0.25;0
1.37;2.33;185%;0.21;0
1.36;2.30;185%;0.22;0
1.36;2.37;187%;0.19;0
1.35;2.31;186%;0.20;0
1.36;2.33;185%;0.19;0
1.35;2.26;184%;0.22;0
1.35;2.31;186%;0.21;0
1.36;2.38;186%;0.16;0
1.36;2.34;187%;0.20;0
1.37;2.36;186%;0.19;0
1.36;2.34;187%;0.21;0
1.35;2.32;186%;0.20;0
1.36;2.29;184%;0.21;0
1.36;2.37;187%;0.19;0
1.34;2.35;187%;0.17;0
1.35;2.31;186%;0.21;0
1.35;2.31;185%;0.20;0
1.36;2.33;186%;0.21;0
1.35;2.30;186%;0.21;0
1.36;2.26;185%;0.26;0
1.35;2.30;186%;0.22;0
1.36;2.28;186%;0.25;0
1.35;2.32;185%;0.18;0
1.37;2.26;184%;0.26;0
1.34;2.30;186%;0.20;0
1.36;2.36;188%;0.19;0
1.36;2.30;184%;0.20;0
1.35;2.24;184%;0.24;0
1.36;2.35;186%;0.18;0
1.35;2.24;184%;0.26;0
1.36;2.34;188%;0.22;0
