Real;User;CPU%;System;Exit
719.77;2249.90;313%;7.87;127
358.55;838.48;235%;6.13;42
2903.85;10696.89;368%;14.59;127
709.85;2210.96;312%;6.78;127
799.72;2431.62;305%;7.61;127
169.83;315.23;188%;4.74;42
5929.75;22560.03;380%;16.70;127
735.33;2206.35;301%;7.64;127
728.78;2258.08;310%;7.96;127
736.09;2288.01;311%;7.23;127
286.87;597.18;210%;6.26;42
768.21;2333.27;304%;7.19;127
671.12;2034.84;304%;6.47;127
716.06;2172.24;304%;7.34;127
739.77;2288.70;310%;7.00;127
754.58;2359.60;313%;7.60;127
26.03;46.82;184%;1.11;0
750.23;2252.09;301%;7.89;127
431.14;1114.60;259%;6.07;42
742.89;2306.42;311%;7.71;127
745.20;2318.91;312%;7.39;127
394.52;977.33;249%;6.57;42
2559.63;9361.68;366%;11.55;127
727.47;2249.11;310%;7.43;127
725.19;2234.37;309%;6.94;127
745.23;2308.20;310%;7.33;127
734.83;2298.96;313%;7.83;127
680.27;2068.85;305%;7.38;127
778.76;2437.58;313%;7.53;127
758.73;2346.48;310%;8.54;127
111.91;202.07;184%;4.34;42
709.55;2162.87;305%;7.66;127
708.77;2165.26;306%;6.86;127
715.56;2182.90;306%;7.50;127
786.70;2380.56;303%;7.82;127
708.03;2159.94;306%;6.98;127
711.64;2203.09;310%;7.13;127
729.34;2251.40;309%;7.58;127
663.20;2001.68;302%;6.74;127
363.53;872.88;241%;6.42;42
759.92;2369.98;312%;7.37;127
688.41;2103.45;306%;7.49;127
752.87;2350.71;313%;7.88;127
740.94;2296.61;310%;7.17;127
698.73;2132.69;306%;7.30;127
748.40;2326.66;311%;7.42;127
695.45;2115.26;305%;7.26;127
426.49;982.42;231%;6.39;42
584.51;1699.62;292%;7.25;127
724.63;2216.52;306%;7.36;127
746.18;2307.48;310%;6.96;127
760.52;2372.12;312%;7.83;127
345.16;806.85;235%;5.88;42
781.08;2413.56;309%;7.28;127
789.36;2190.91;278%;7.21;127
641.99;1952.92;305%;7.80;127
680.63;2075.78;306%;7.12;127
665.53;2019.87;304%;7.54;127
173.60;316.71;185%;4.91;42
792.49;2489.63;315%;7.63;127
717.20;2140.69;299%;7.49;127
493.50;1057.46;215%;6.24;42
306.43;669.55;220%;6.77;42
389.89;948.30;244%;6.28;42
733.92;2269.18;310%;7.56;127
396.84;1012.75;256%;6.84;42
750.59;2276.38;304%;7.21;127
754.16;2271.07;302%;7.45;127
678.38;2061.11;304%;7.24;127
725.03;2224.88;307%;7.08;127
765.86;2349.31;307%;7.87;127
730.34;2249.21;309%;7.64;127
751.09;2263.87;302%;7.90;127
684.70;2081.97;305%;6.92;127
709.63;2182.60;308%;7.79;127
782.89;2392.21;306%;7.45;127
739.26;2231.66;302%;7.45;127
718.61;2245.81;313%;7.15;127
1850.74;6614.58;357%;10.03;127
776.54;2421.62;312%;7.98;127
262.81;371.74;143%;4.77;42
731.91;2266.63;310%;7.08;127
721.24;2166.33;301%;7.42;127
681.22;2100.19;309%;7.12;127
705.62;2197.40;312%;7.41;127
150.75;261.00;176%;4.68;42
751.28;2349.79;313%;8.19;127
753.26;2330.49;310%;7.33;127
336.76;761.56;227%;5.92;42
4124.66;15468.24;375%;15.85;127
728.30;2238.55;308%;7.08;127
747.24;2342.25;314%;7.20;127
724.66;2147.43;297%;7.57;127
322.80;701.72;219%;5.57;42
694.19;2143.21;309%;6.87;127
359.02;845.88;237%;6.55;42
153.22;289.38;192%;5.23;42
710.31;2112.79;298%;7.41;127
729.56;2248.59;309%;7.65;127
758.70;2370.96;313%;7.13;127
